emotion,gender,path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
disgust,female,../data/raw\Actor_06\03-01-07-02-02-02-06.wav,-39.140236,-41.248383,-52.31298,-58.155285,-60.405098,-56.246304,-52.34715,-49.43818,-43.885048,-39.494713,-36.8887,-37.55274,-41.90442,-48.327812,-51.79662,-52.131485,-51.302273,-49.980446,-48.12889,-46.143017,-43.64576,-39.951008,-36.422054,-36.696896,-39.16352,-41.586243,-44.32022,-46.689293,-48.541836,-49.476887,-49.451527,-49.093597,-47.431427,-45.73827,-44.34769,-44.204784,-44.7069,-45.930283,-48.44541,-50.814507,-52.680374,-54.686592,-53.293377,-51.9399,-50.852837,-49.80735,-49.446285,-51.323013,-52.060352,-53.549442,-53.587467,-52.87949,-52.917793,-51.024773,-51.82608,-51.223267,-52.072994,-50.755898,-52.2331,-53.717636,-54.934914,-53.980362,-51.202232,-51.505817,-53.047657,-54.072243,-53.944687,-52.489876,-50.82911,-51.042034,-53.44924,-54.563934,-53.947845,-52.554527,-52.684944,-53.559116,-54.009075,-55.208103,-54.46169,-53.499386,-55.12889,-55.116993,-53.45245,-52.30939,-53.32838,-55.202614,-56.094402,-55.32584,-57.1693,-58.252605,-57.873848,-57.560764,-58.13178,-58.248234,-57.309223,-56.945778,-56.629284,-56.127815,-57.12822,-58.49398,-58.1419,-58.204597,-58.32099,-58.943134,-58.145634,-59.090164,-59.463142,-59.208435,-59.9425,-60.059357,-60.475643,-60.576405,-60.692654,-60.824535,-60.943027,-60.2671,-59.88915,-60.801468,-60.653248,-60.08521,-59.4673,-59.584866,-59.730614,-59.174416,-59.23945,-58.930458,-58.490604,-58.438396
surprise,female,../data/raw\Actor_06\03-01-08-01-01-01-06.wav,-66.07853,-66.22559,-69.29253,-69.386215,-66.69679,-59.55704,-54.889748,-51.864323,-48.191082,-45.889336,-46.837975,-49.536263,-53.7091,-56.38776,-57.91033,-58.01247,-57.151466,-55.34631,-53.750134,-52.969254,-52.238773,-52.518185,-52.735947,-54.238293,-55.15181,-54.44413,-53.553406,-53.662758,-54.68856,-55.0828,-55.107166,-56.13875,-56.43268,-57.19857,-57.86491,-58.139465,-58.022617,-57.841347,-57.723747,-56.96817,-57.554504,-59.54179,-60.04492,-60.09806,-60.423183,-60.870514,-61.956596,-62.272976,-61.26344,-61.11395,-60.145374,-58.490967,-59.68788,-60.528446,-62.495117,-60.886868,-60.886578,-59.53971,-59.7548,-59.206734,-59.40606,-59.42959,-58.611282,-59.2729,-59.801407,-60.538704,-60.564297,-58.80823,-58.4085,-59.152626,-61.008945,-61.88934,-61.041214,-60.257954,-61.207226,-62.727425,-62.935406,-63.26263,-63.470592,-63.138966,-61.74326,-61.46026,-63.252865,-63.331383,-62.754734,-63.297604,-64.16031,-64.80567,-65.442245,-65.713776,-65.484314,-66.659004,-66.298096,-65.581,-65.390015,-64.9873,-65.931625,-65.354706,-65.913025,-65.4802,-65.00178,-65.785416,-65.562584,-66.06496,-66.524475,-68.44254,-69.42158,-70.43324,-70.86738,-71.2006,-71.65509,-71.36195,-71.1279,-70.85407,-70.70276,-70.35947,-71.00511,-71.1209,-70.45635,-70.377365,-70.55569,-71.230415,-72.11459,-72.48027,-72.30138,-71.18507,-70.013794,-70.00682
surprise,female,../data/raw\Actor_06\03-01-08-01-01-02-06.wav,-66.10913,-66.242516,-68.01864,-67.07493,-63.37909,-56.73212,-52.37962,-48.8424,-46.937996,-46.101967,-46.806034,-48.87738,-51.991756,-53.85253,-54.38454,-54.139236,-52.960495,-52.153828,-51.78962,-51.29523,-51.212948,-50.701042,-49.946026,-50.548637,-51.577785,-51.446976,-51.33703,-51.568077,-52.998962,-53.617493,-53.847717,-54.28612,-54.425056,-54.747,-53.268093,-52.745804,-52.992817,-54.791767,-56.692657,-57.958893,-58.207386,-58.473137,-57.903595,-56.457275,-55.895626,-56.08942,-57.093674,-58.78713,-59.457912,-60.002575,-58.88614,-56.694576,-56.79913,-56.473385,-57.01455,-56.83992,-57.50619,-57.11794,-56.599358,-56.357174,-56.982384,-56.30147,-55.857204,-55.497086,-56.296436,-57.196354,-57.65678,-56.53284,-55.195816,-55.46989,-57.335606,-58.07738,-57.001507,-55.84073,-57.26647,-59.66167,-59.650978,-58.721886,-58.593807,-59.76968,-59.703598,-60.477375,-61.17876,-59.35675,-59.17704,-60.959667,-61.062206,-60.647385,-61.725254,-62.041573,-62.146496,-62.722992,-62.20627,-61.901558,-60.699986,-60.235165,-60.535618,-60.05117,-61.41567,-61.57254,-61.16198,-61.458073,-61.374336,-61.43039,-62.7658,-64.07211,-64.716255,-66.40476,-67.81149,-67.8105,-68.07298,-67.82063,-67.66746,-68.077354,-68.068085,-68.04729,-68.087845,-68.18034,-68.43977,-68.07985,-68.199844,-68.25596,-68.51465,-68.09425,-67.38495,-66.85172,-66.26983,-65.99831
surprise,female,../data/raw\Actor_06\03-01-08-01-02-01-06.wav,-61.410313,-63.708992,-68.752365,-69.99602,-66.96178,-57.525356,-51.69373,-49.16496,-47.30697,-46.50044,-46.809414,-47.98807,-48.45398,-49.152267,-50.399124,-51.1902,-51.609676,-52.139835,-52.021496,-51.221504,-50.688103,-51.02343,-50.283592,-50.23819,-49.25338,-48.00544,-47.923576,-49.39755,-50.863182,-51.51954,-51.76944,-52.93087,-52.554737,-52.52581,-51.83567,-50.956974,-51.220066,-52.52207,-54.127365,-55.036003,-55.412445,-56.214954,-55.950607,-55.589283,-56.056145,-57.259556,-58.376842,-58.640156,-58.3365,-57.229763,-55.52364,-54.82324,-55.682117,-56.314564,-57.08245,-56.781376,-56.598175,-55.081722,-55.130146,-54.791275,-55.76507,-56.124313,-55.774677,-55.687943,-55.415974,-55.54079,-55.684177,-54.95182,-55.04727,-55.457836,-56.01139,-56.17206,-55.983395,-55.898613,-57.05782,-57.687782,-58.106197,-58.40072,-58.60769,-58.113617,-57.980247,-58.664078,-58.47664,-57.698994,-58.298664,-59.362484,-60.14594,-60.788757,-61.538685,-62.15455,-62.147785,-62.874702,-62.57847,-61.77022,-60.49209,-59.9204,-59.190475,-59.097088,-59.098763,-59.276356,-59.74787,-60.075634,-60.212715,-60.68181,-61.5369,-62.621464,-63.833725,-65.45641,-66.181046,-66.4393,-66.5993,-66.25734,-65.64062,-65.59656,-65.38822,-64.92758,-65.46104,-65.44237,-65.81772,-65.4877,-65.02036,-65.35061,-65.2009,-65.08549,-64.80239,-64.44862,-63.293324,-63.395714
surprise,female,../data/raw\Actor_06\03-01-08-01-02-02-06.wav,-46.666126,-48.498123,-59.391983,-66.48937,-65.99906,-57.152393,-51.69527,-48.8062,-45.344975,-43.629173,-43.87452,-45.207916,-47.636093,-48.15703,-48.32947,-48.03449,-48.696007,-48.6355,-47.75512,-47.55898,-48.514256,-49.786552,-49.962196,-49.360737,-48.79694,-47.783787,-47.583076,-47.83576,-48.150307,-48.252766,-49.23452,-51.343075,-52.606155,-54.487965,-54.27911,-52.503757,-51.33089,-50.91688,-51.775288,-53.33323,-54.50416,-56.168053,-56.771442,-57.640984,-58.932446,-59.44726,-59.48217,-58.51907,-57.57863,-57.75489,-57.682728,-57.258728,-58.524662,-58.623234,-58.94832,-57.003933,-57.811512,-57.089928,-57.366047,-55.96035,-56.45686,-55.987278,-54.743034,-54.60535,-54.62919,-55.025032,-54.951496,-54.52728,-55.14101,-55.258347,-55.062244,-53.57763,-54.490227,-55.215763,-57.246464,-57.9475,-58.44634,-58.351135,-58.99958,-58.71157,-58.055317,-58.454098,-59.260143,-58.32732,-58.864513,-60.41576,-60.890533,-60.65542,-61.811535,-62.329006,-61.897755,-64.00321,-63.354992,-62.916645,-61.09811,-60.330627,-60.392662,-60.13043,-60.472775,-60.250668,-59.97413,-61.213936,-61.596752,-62.415817,-63.643948,-64.390205,-65.02553,-65.95648,-67.137115,-68.16274,-67.85329,-67.24375,-66.07675,-65.90529,-65.93548,-65.711815,-66.18591,-65.96121,-66.24655,-66.0235,-65.92026,-65.49195,-66.82363,-66.80613,-66.86531,-66.14474,-65.63551,-64.96137
surprise,female,../data/raw\Actor_06\03-01-08-02-01-01-06.wav,-59.03971,-61.675964,-66.53903,-66.517784,-63.883156,-55.347904,-50.16579,-47.850883,-45.814205,-45.09008,-45.667744,-47.4209,-49.18695,-49.489613,-49.919758,-50.46894,-50.79751,-50.93881,-51.10834,-51.15164,-51.824005,-52.7932,-51.32994,-51.04819,-50.51022,-49.06458,-48.486088,-48.238434,-48.9783,-49.177216,-50.16183,-52.337273,-54.086384,-55.559063,-55.19111,-53.78243,-52.40414,-51.861683,-52.91887,-54.348606,-55.356148,-56.780716,-56.381393,-57.245937,-58.468178,-59.08636,-58.942524,-58.791977,-58.56154,-58.9455,-58.139225,-57.043083,-58.2597,-58.884144,-59.806118,-57.908733,-58.55829,-57.714886,-57.787777,-57.056377,-56.854286,-55.743538,-55.35238,-55.937534,-56.51549,-56.997913,-55.93122,-54.466812,-54.489662,-54.885708,-55.07881,-55.058956,-54.792637,-55.883415,-57.265327,-56.987255,-57.292816,-57.982407,-58.44142,-57.413937,-57.370632,-57.975082,-58.56558,-58.111553,-58.78965,-60.197716,-60.031662,-60.13605,-61.997223,-62.73688,-61.941036,-63.854412,-62.993313,-62.82572,-62.0099,-60.792805,-59.57045,-59.34506,-59.621128,-60.647392,-60.773468,-61.053516,-61.88105,-62.31811,-63.877426,-64.23163,-65.55596,-67.04026,-67.28875,-67.934425,-68.09082,-67.688835,-66.7806,-67.08276,-67.47952,-67.81594,-68.47696,-68.62766,-68.56574,-68.288284,-68.271194,-68.5601,-69.003136,-69.26383,-68.912926,-68.208466,-67.7953,-67.4976
surprise,female,../data/raw\Actor_06\03-01-08-02-01-02-06.wav,-49.413525,-55.562935,-62.90532,-62.83073,-61.68064,-58.50981,-55.12477,-53.487095,-51.108147,-48.829746,-48.498425,-48.20217,-46.243557,-43.083168,-40.588264,-39.386265,-38.983784,-39.569107,-40.89152,-42.36403,-43.87577,-45.910824,-46.15141,-45.370464,-44.280422,-43.30029,-42.379604,-41.492077,-40.849476,-40.651234,-41.60811,-43.01646,-43.762955,-44.8394,-44.18672,-43.726097,-43.543472,-44.00396,-44.893723,-45.77516,-46.229183,-46.6925,-46.63633,-46.233894,-46.3144,-47.045773,-47.704803,-47.969868,-47.260452,-47.508923,-46.0981,-44.629097,-44.90407,-43.855198,-44.2387,-44.090286,-45.496197,-46.197086,-46.74292,-46.474503,-46.85693,-46.54903,-45.097816,-43.893265,-43.730278,-43.93826,-43.811638,-43.688313,-44.190258,-44.43908,-44.80105,-45.175903,-45.932568,-46.66193,-47.692787,-48.24407,-48.274414,-48.54675,-49.17837,-49.288193,-47.95247,-46.796104,-46.249893,-46.524376,-47.627766,-48.705368,-47.760895,-47.739723,-48.161,-48.355522,-48.04249,-48.71871,-48.741962,-48.92545,-48.747322,-48.43053,-48.36476,-48.89068,-49.826683,-49.280533,-49.657394,-49.82422,-50.039787,-50.3453,-51.183216,-51.814342,-53.79079,-55.99864,-57.098034,-57.572323,-57.369556,-57.337593,-56.518906,-55.682194,-57.055702,-57.154194,-57.146072,-56.842148,-56.772346,-56.67033,-57.10529,-57.67079,-57.14239,-56.836506,-56.44149,-56.234776,-55.782146,-55.398533
surprise,female,../data/raw\Actor_06\03-01-08-02-02-01-06.wav,-51.031204,-54.751976,-60.725002,-61.686436,-62.26341,-58.08993,-55.31647,-53.836243,-50.36647,-47.948227,-47.227543,-46.729225,-45.58392,-42.989532,-40.19148,-38.05546,-36.99315,-37.501404,-39.28222,-41.78375,-43.71888,-45.689835,-45.73185,-45.270966,-45.22054,-43.764015,-43.06192,-42.78125,-42.086254,-41.883118,-42.096485,-42.856606,-43.521782,-44.672764,-44.030384,-44.041145,-44.85903,-46.79223,-48.501415,-48.99945,-49.810684,-49.919964,-49.132256,-47.696594,-45.721443,-46.14761,-47.395233,-48.754353,-48.813236,-49.533375,-48.86052,-47.90997,-48.98783,-49.088932,-49.457466,-47.044098,-46.471775,-45.183125,-45.50856,-45.858253,-47.062267,-46.10942,-44.86341,-43.80649,-43.715843,-44.862083,-44.209133,-43.49328,-43.82137,-44.523285,-45.524826,-44.959007,-43.71837,-43.858532,-45.435944,-46.214886,-46.480984,-48.02662,-48.52386,-48.38925,-47.919727,-47.83288,-48.83117,-48.864265,-48.75102,-48.704784,-48.253155,-48.2762,-49.434975,-49.573498,-49.89541,-50.468197,-49.292507,-50.230576,-49.61085,-47.723892,-46.497837,-46.569515,-48.31864,-48.43609,-48.731827,-50.279354,-51.245865,-51.263363,-50.687164,-51.854927,-54.08103,-55.785316,-56.126266,-56.108,-56.0421,-56.283875,-56.839977,-56.60793,-56.63656,-57.401012,-57.54281,-57.689373,-58.347973,-57.58912,-57.268238,-56.543575,-56.203793,-55.848637,-55.62583,-55.2463,-55.275433,-54.32939
surprise,female,../data/raw\Actor_06\03-01-08-02-02-02-06.wav,-55.245388,-57.42036,-59.182922,-59.1313,-60.220394,-57.596058,-54.93419,-53.833355,-49.293907,-47.211742,-47.15737,-47.29832,-45.74755,-43.029778,-40.59652,-39.05744,-37.819508,-37.58291,-38.322784,-40.34085,-42.893215,-45.597324,-46.78561,-45.745003,-44.774082,-43.519707,-43.00772,-42.567345,-41.62775,-41.435555,-42.761894,-44.168865,-44.305332,-44.66823,-43.766716,-42.552063,-42.625805,-44.27716,-45.50976,-46.69557,-47.071026,-47.411045,-47.411434,-47.350338,-47.979454,-48.985863,-49.789104,-48.940857,-47.93802,-47.36452,-46.13808,-45.805283,-47.24043,-46.23414,-46.000805,-46.495045,-47.293858,-47.066517,-47.010746,-46.535053,-46.76431,-45.29293,-44.36059,-43.393517,-43.208183,-43.868446,-43.98217,-44.31904,-45.10474,-44.949497,-45.33772,-44.553078,-45.487885,-46.92398,-48.732975,-49.608578,-50.28016,-50.13966,-49.928043,-50.245533,-51.5559,-51.494377,-50.144485,-49.037956,-49.442513,-49.398613,-49.44927,-49.1151,-48.9435,-49.639828,-50.26629,-50.527966,-50.276096,-49.969685,-49.90676,-49.803993,-48.47253,-48.391582,-49.340145,-49.746807,-50.983646,-52.147835,-53.56757,-53.233685,-54.50579,-55.415604,-56.172356,-56.05436,-56.4164,-56.66511,-57.251316,-57.62054,-57.3913,-57.087715,-57.903927,-57.561726,-57.493958,-57.62573,-57.997498,-58.054276,-57.86328,-57.786724,-57.134457,-56.32105,-55.338997,-54.68048,-54.53175,-54.097412
neutral,male,../data/raw\Actor_07\03-01-01-01-01-01-07.wav,-50.6779,-47.932037,-41.695415,-36.51824,-33.716393,-34.660664,-36.85131,-35.59068,-37.97166,-39.868687,-40.542614,-38.944263,-37.285133,-36.03703,-38.98988,-44.56151,-42.36984,-39.78407,-38.100983,-38.68906,-40.014507,-41.37343,-41.885635,-43.5341,-44.943012,-44.019424,-43.00067,-43.59446,-46.20752,-48.199673,-48.883945,-47.890484,-47.345432,-48.08209,-48.600365,-49.46334,-50.31848,-51.751392,-52.793804,-52.626545,-51.968803,-51.875862,-52.189835,-52.419403,-51.138145,-52.21327,-53.172012,-54.69399,-54.558872,-54.277435,-53.853878,-52.401897,-53.7443,-53.576218,-54.402912,-54.909668,-55.292213,-52.606785,-53.344193,-54.960094,-53.69373,-52.240376,-52.86707,-52.895565,-52.699047,-51.1962,-50.462734,-51.92302,-52.58708,-52.913166,-53.269207,-53.076473,-51.449715,-52.07458,-53.239796,-52.13538,-51.49591,-52.221546,-52.044365,-52.125786,-52.705948,-53.40688,-55.136135,-57.003033,-57.99733,-58.982586,-59.089005,-60.143616,-59.54993,-58.67384,-58.87886,-57.90256,-58.397324,-57.67901,-57.071163,-57.061996,-57.959084,-58.372883,-58.545223,-58.466858,-58.268505,-59.310844,-60.34664,-61.07009,-61.126953,-60.90448,-61.16628,-62.288624,-63.191154,-64.16203,-64.043846,-65.08981,-65.338356,-63.774002,-62.475132,-61.970936,-62.19524,-62.125095,-62.30794,-63.116318,-63.973427,-64.954285,-66.33583,-66.79668,-66.96827,-66.96099,-66.53353,-66.88812
neutral,male,../data/raw\Actor_07\03-01-01-01-01-02-07.wav,-45.489346,-46.50394,-42.153088,-36.430275,-33.047085,-34.174065,-37.55667,-38.679768,-39.63062,-40.00911,-38.98347,-40.07246,-39.53413,-37.78615,-39.64764,-43.204193,-43.63087,-40.250694,-37.18107,-37.33323,-39.645626,-42.97824,-43.808456,-43.875084,-43.551544,-44.297905,-45.240715,-45.496185,-45.83548,-46.845604,-48.411377,-48.81557,-47.612873,-47.13304,-48.36282,-50.423515,-51.61841,-51.97756,-52.752842,-53.365936,-54.227047,-54.040993,-52.537975,-51.41892,-50.53185,-52.796024,-54.28575,-55.418,-55.113914,-54.63986,-53.36745,-51.791656,-53.53932,-54.271267,-55.46265,-54.78956,-55.19015,-54.14055,-54.498062,-54.49354,-54.06215,-54.28278,-53.35175,-52.820534,-52.822346,-52.04167,-51.479755,-52.04851,-53.008423,-53.807037,-53.344723,-52.4779,-52.972122,-53.32266,-54.483456,-54.18335,-53.325054,-53.908165,-54.15256,-53.427288,-54.075054,-54.22592,-55.821514,-57.75927,-58.736366,-59.88651,-60.0408,-61.446262,-60.790466,-60.155968,-60.367924,-59.02171,-59.234806,-58.908657,-57.895382,-58.171116,-58.375957,-58.513542,-58.847008,-58.459675,-57.975636,-59.018887,-59.898457,-60.580482,-61.76136,-62.278187,-62.809025,-63.7135,-64.523,-65.16394,-65.52137,-65.306206,-65.47629,-64.32468,-63.283722,-61.85213,-61.97713,-62.583366,-63.42692,-64.45789,-64.86339,-65.42044,-66.073,-65.9155,-66.23949,-66.8256,-67.15854,-67.44137
neutral,male,../data/raw\Actor_07\03-01-01-01-02-01-07.wav,-55.967342,-51.806126,-44.35742,-36.647087,-32.36911,-32.978535,-34.68211,-37.78634,-39.08325,-38.59403,-36.741047,-36.909107,-38.3397,-38.06189,-39.331367,-39.31382,-39.279884,-39.11878,-38.251812,-38.556316,-39.045227,-39.594597,-40.368988,-41.005653,-41.967484,-42.62578,-43.454,-44.715797,-45.491924,-46.23283,-46.14395,-46.224632,-47.452587,-47.846035,-47.58925,-48.547874,-49.701775,-51.531776,-52.5501,-52.5434,-52.240673,-52.36472,-52.303925,-51.13222,-49.325615,-49.960274,-51.519733,-54.613537,-54.782063,-51.96866,-50.599415,-50.575912,-52.64051,-50.722195,-50.892708,-51.675705,-52.96041,-51.452095,-51.1051,-51.893234,-51.61576,-51.168312,-50.53867,-50.443073,-50.032825,-49.629257,-48.971653,-49.16261,-49.945568,-51.123417,-51.096615,-50.077606,-50.787292,-51.51055,-51.90646,-51.5886,-50.07023,-50.581978,-50.530495,-51.03972,-51.957203,-52.08155,-54.38939,-56.0153,-56.81371,-57.356743,-58.081264,-58.686966,-58.118305,-58.34823,-58.464855,-57.24445,-56.49262,-55.509342,-54.6209,-54.933666,-56.366123,-56.60811,-56.5742,-56.477333,-56.43596,-58.112637,-58.70522,-58.970722,-59.78065,-60.438004,-60.84974,-61.447906,-61.206833,-62.295155,-61.88352,-60.672543,-59.80938,-59.28193,-59.714157,-59.730846,-60.05955,-59.89623,-60.21759,-61.299496,-63.43934,-64.00657,-63.412548,-62.565876,-62.10015,-62.01463,-62.631985,-63.02115
neutral,male,../data/raw\Actor_07\03-01-01-01-02-02-07.wav,-50.31622,-45.186672,-38.563255,-32.702484,-32.538822,-36.485424,-40.11991,-39.982265,-39.285156,-38.102524,-38.809372,-39.706013,-39.476143,-39.8444,-41.76285,-41.34908,-38.84734,-38.108273,-40.238033,-43.29208,-42.55739,-40.268898,-39.64508,-42.347378,-45.752346,-46.118988,-44.656387,-44.316593,-44.966457,-46.72683,-48.616634,-49.305126,-48.415924,-48.172794,-47.78803,-48.69504,-50.8112,-52.786793,-53.21175,-52.74626,-52.717934,-53.316113,-53.37678,-52.053818,-50.384937,-51.791046,-53.642685,-56.8907,-56.37307,-53.991844,-52.522923,-52.14463,-55.900814,-55.320526,-54.985943,-54.99058,-56.232655,-53.981586,-53.924953,-55.08619,-55.255177,-54.894756,-54.605915,-54.270264,-54.248215,-52.724464,-52.25112,-53.466473,-54.24212,-55.10402,-54.997616,-54.20339,-54.571377,-55.55654,-55.920742,-54.99295,-53.87799,-54.61316,-53.7837,-53.55701,-54.44008,-54.73078,-56.682537,-58.33129,-59.607716,-60.701336,-61.317093,-62.709064,-62.2254,-61.95242,-62.19683,-61.02695,-61.396763,-61.225388,-60.124264,-59.830124,-60.41858,-60.873028,-61.371704,-61.016945,-59.9566,-60.042305,-59.829037,-60.125515,-60.875828,-60.98117,-61.506,-62.600582,-63.067776,-64.2018,-64.495735,-64.81268,-65.16711,-64.105934,-63.19046,-62.164204,-62.40876,-61.899216,-62.692947,-63.82712,-64.05223,-64.87106,-65.9673,-67.53353,-67.73786,-67.55147,-67.2339,-67.439804
calm,male,../data/raw\Actor_07\03-01-02-01-01-01-07.wav,-49.463047,-45.614822,-41.633858,-38.14309,-38.413223,-42.19342,-42.41484,-43.725277,-44.836777,-44.1701,-43.075794,-42.600216,-44.61316,-46.5232,-47.549168,-46.89247,-44.30026,-43.798622,-45.410774,-46.36984,-45.555653,-46.053394,-46.929153,-48.763313,-49.378944,-49.699593,-50.420845,-50.718163,-50.442368,-51.14733,-52.765923,-52.62852,-52.127064,-53.13322,-53.2763,-53.201916,-54.609287,-57.524986,-58.706635,-57.996788,-58.035984,-58.59561,-57.447357,-55.882782,-54.892555,-56.012337,-56.57052,-58.492363,-59.71666,-58.400436,-56.71936,-55.673645,-58.094376,-56.9306,-57.05282,-58.08844,-59.46109,-58.549618,-58.61078,-57.75171,-57.272404,-57.235905,-56.51178,-56.666695,-57.17874,-55.99654,-55.6349,-56.42414,-57.094414,-57.369843,-57.61019,-56.592827,-56.881565,-57.622974,-58.037834,-57.820404,-57.554893,-57.23075,-56.68949,-57.517292,-59.38616,-60.133186,-61.57787,-63.138817,-64.30061,-64.131165,-64.86589,-66.40538,-65.43963,-64.77472,-65.54035,-64.06345,-63.85746,-63.498688,-63.305103,-63.21161,-64.5474,-64.13629,-64.35767,-64.031555,-64.26064,-65.1207,-65.70343,-65.88837,-66.00516,-66.96583,-67.07302,-68.448654,-69.19918,-70.078255,-70.25345,-70.6916,-69.95542,-69.482574,-68.246635,-68.21082,-68.11333,-68.486435,-68.88052,-68.95393,-69.871506,-70.831795,-70.84636,-70.46065,-70.429825,-70.07959,-70.469086,-71.02603
calm,male,../data/raw\Actor_07\03-01-02-01-01-02-07.wav,-55.37975,-49.84367,-40.978832,-37.009327,-39.08413,-43.583046,-45.124035,-42.892323,-42.10795,-42.771717,-44.21505,-44.79003,-45.535034,-44.20767,-45.210876,-46.931084,-44.958965,-44.310715,-45.172546,-45.976288,-45.648464,-45.392323,-46.426987,-47.997723,-48.365425,-47.200394,-47.737,-48.373615,-49.744545,-51.445683,-51.41224,-50.358547,-51.254925,-53.410625,-53.116463,-52.163284,-52.600365,-54.885803,-56.95457,-57.086014,-57.284756,-56.336426,-55.534042,-54.89387,-54.022697,-54.770863,-56.02726,-58.44925,-58.19206,-57.328728,-55.767788,-53.709045,-55.90594,-56.9453,-57.455338,-57.023544,-58.00856,-56.976894,-56.90293,-56.625565,-56.24289,-55.82016,-55.50926,-55.7843,-55.358303,-55.312702,-55.499447,-54.31845,-55.010654,-56.45145,-56.804585,-55.559326,-55.95699,-56.35449,-57.913986,-57.415405,-56.78791,-56.49265,-56.95723,-57.549973,-58.568844,-59.396843,-60.50654,-62.632133,-64.08253,-63.995537,-63.96062,-65.95762,-65.12103,-64.45009,-65.3385,-64.142845,-63.49933,-63.065594,-62.47401,-62.37485,-63.191742,-63.377007,-63.340416,-63.503086,-63.916733,-64.65589,-66.214165,-66.236465,-66.69405,-67.51751,-67.52588,-69.18633,-70.29709,-69.63942,-69.53165,-70.68795,-69.364456,-68.54328,-67.610886,-68.06061,-68.06917,-68.753815,-69.09889,-69.51336,-71.07684,-72.44897,-72.485405,-71.68202,-71.12977,-70.26588,-71.14604,-71.67142
calm,male,../data/raw\Actor_07\03-01-02-01-02-01-07.wav,-38.133137,-38.402714,-41.428967,-37.72833,-36.19292,-40.02944,-42.981796,-43.35549,-42.42446,-41.6532,-41.902515,-43.594456,-45.56599,-44.34916,-44.12616,-45.634335,-46.088665,-45.18731,-44.229683,-44.261883,-45.821903,-46.80513,-46.633865,-48.529675,-49.561363,-49.08045,-49.388218,-50.59144,-52.08182,-53.661037,-53.23436,-50.791897,-50.777103,-53.274998,-55.482574,-55.63468,-55.125755,-55.62083,-56.996643,-58.403023,-58.623688,-57.505783,-55.82529,-54.89057,-54.557835,-56.50996,-57.02508,-58.40777,-57.91502,-58.007618,-56.777145,-55.18542,-56.10739,-55.591114,-56.819427,-56.43287,-56.917416,-57.300293,-58.053787,-57.533703,-57.127438,-57.015778,-57.537865,-57.621555,-56.46451,-56.590916,-55.974655,-55.394386,-56.19586,-58.59963,-59.641174,-58.650917,-58.86451,-58.92941,-59.01543,-59.22194,-58.682602,-58.862297,-59.647095,-59.976463,-61.268436,-61.957,-63.124283,-64.54976,-65.15092,-65.15978,-65.396126,-66.61329,-64.62753,-64.20969,-64.6297,-63.88996,-63.5384,-63.22178,-63.46697,-63.659313,-63.64833,-64.26323,-63.570908,-63.623123,-64.81723,-65.630196,-67.132484,-67.701485,-68.61651,-68.74753,-67.56655,-67.696884,-67.49699,-67.57545,-67.592316,-67.217445,-67.091995,-67.119835,-67.36115,-67.78664,-67.67812,-68.36538,-69.62103,-69.77086,-69.36676,-68.9714,-68.27138,-68.19378,-68.559,-69.25223,-70.06491,-71.123985
calm,male,../data/raw\Actor_07\03-01-02-01-02-02-07.wav,-53.94979,-51.76208,-49.648857,-41.30156,-38.032703,-39.549206,-43.58339,-47.89325,-44.96738,-41.45917,-40.99495,-42.6277,-46.79046,-47.01321,-45.0902,-42.99149,-42.242462,-44.030407,-45.966557,-45.345757,-45.004173,-45.143612,-46.104794,-48.6982,-48.924355,-47.84272,-48.426422,-49.73619,-51.39288,-52.490776,-52.304836,-51.921738,-52.619556,-52.987995,-52.79488,-53.07113,-53.370197,-55.442474,-57.288616,-58.584797,-58.19197,-56.143642,-54.085102,-53.464073,-54.513,-56.204105,-56.446686,-57.60837,-56.61062,-56.69894,-56.253437,-54.35457,-54.57157,-54.410828,-56.357655,-55.711895,-55.56774,-56.048496,-57.00024,-55.831123,-55.321438,-56.815006,-55.70731,-54.87788,-55.119724,-54.25291,-54.228695,-55.033688,-55.14224,-56.352875,-57.758595,-56.764652,-57.463177,-58.10209,-58.21843,-59.068745,-57.02809,-57.25838,-57.54695,-58.035328,-58.997833,-58.921272,-61.32219,-63.16621,-64.44319,-64.98907,-65.396614,-66.18349,-65.04651,-64.81205,-64.42078,-62.246346,-61.90707,-61.68067,-61.96289,-61.659065,-62.404514,-62.666286,-62.761124,-62.54881,-62.629368,-63.295925,-64.66584,-66.09251,-67.26967,-68.1816,-68.76509,-69.6103,-69.07706,-69.16743,-69.364624,-69.42246,-68.57584,-68.98656,-68.27771,-67.59939,-67.61366,-67.98932,-69.18622,-70.37899,-71.29657,-70.94694,-68.9813,-68.94369,-69.18672,-69.599014,-70.16354,-71.06001
