emotion,gender,path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
fear,female,../data/raw\Actor_10\03-01-06-02-01-02-10.wav,-46.052425,-42.999542,-43.89502,-44.737133,-46.27324,-46.621727,-45.705364,-43.11217,-37.733433,-33.379974,-29.842083,-27.171448,-25.273384,-23.01698,-23.014086,-25.676933,-29.789127,-32.40997,-33.94433,-33.713768,-33.252594,-33.657665,-32.60293,-32.151936,-31.02058,-29.474451,-28.57593,-27.899248,-27.203829,-28.162552,-30.984783,-33.327614,-35.579853,-37.814083,-38.024517,-38.10411,-37.828423,-38.079113,-37.111294,-35.390266,-33.50021,-32.752842,-33.25945,-34.224995,-35.374207,-38.747818,-40.500557,-40.87945,-39.387444,-38.799656,-37.828938,-37.162766,-37.98558,-36.03282,-35.763794,-35.35568,-35.03266,-33.681503,-34.161858,-33.81572,-34.73298,-35.087147,-34.241276,-32.950535,-31.50127,-32.14457,-33.60838,-33.548805,-34.261772,-35.52874,-36.102966,-34.82032,-34.635635,-35.344456,-36.78421,-38.305176,-37.314552,-36.390198,-37.76646,-38.147697,-38.036907,-38.59304,-37.759113,-36.465553,-37.857384,-38.534073,-38.398647,-38.398518,-37.346924,-37.22399,-38.10942,-36.937923,-35.615467,-35.53507,-35.540844,-34.648056,-33.740627,-34.397503,-37.80402,-38.456947,-38.887104,-40.891743,-43.13422,-44.038387,-45.72212,-48.138138,-48.109028,-47.253002,-45.73159,-44.75929,-44.457764,-44.95609,-45.45265,-46.485207,-46.586853,-47.100136,-47.169918,-46.883717,-46.230907,-46.18147,-45.00041,-44.80088,-45.554077,-46.071804,-46.50822,-47.07205,-48.10137,-49.089066
surprise,female,../data/raw\Actor_12\03-01-08-02-01-02-12.wav,-39.406578,-43.472378,-48.851727,-53.874218,-55.089504,-52.221554,-46.712265,-41.935528,-35.209194,-31.412321,-31.652424,-32.665962,-34.761158,-36.36051,-36.93645,-36.204784,-35.59472,-34.36135,-33.695946,-33.36305,-34.442123,-36.482075,-37.961796,-39.825233,-40.522015,-38.352375,-36.702213,-36.04895,-35.412445,-34.927246,-35.39344,-36.62093,-36.96191,-38.00241,-38.644367,-39.757557,-40.340813,-40.15022,-39.341774,-38.692593,-38.68872,-39.86111,-41.42819,-42.1871,-43.570496,-45.573654,-45.830788,-44.54,-41.008568,-40.910496,-42.85926,-42.225754,-42.58294,-42.19418,-42.35742,-39.90294,-38.8851,-38.040325,-39.672825,-40.920166,-40.394596,-39.724926,-39.12702,-38.799816,-39.676212,-40.885548,-40.356163,-39.22116,-39.305744,-40.16456,-41.028065,-42.336185,-42.918285,-42.59765,-42.23293,-43.41062,-43.248905,-41.16576,-41.56165,-42.56511,-43.47546,-41.43862,-42.36282,-43.310215,-42.558594,-41.7389,-42.59408,-42.94694,-42.543446,-43.586205,-44.926624,-44.988136,-44.673565,-45.654575,-44.67759,-44.356464,-44.727413,-43.648678,-44.236546,-44.00338,-43.275585,-44.781,-44.6656,-45.377552,-46.12647,-46.40751,-47.636642,-47.584812,-47.652943,-47.915142,-48.069473,-49.68286,-51.385365,-52.44251,-52.480324,-52.533504,-52.814003,-53.276302,-53.277924,-53.190727,-52.46186,-52.04008,-51.19989,-50.926662,-50.82442,-50.265995,-50.33169,-50.333862
disgust,female,../data/raw\Actor_12\03-01-07-02-01-01-12.wav,-37.74093,-48.076057,-48.56716,-48.443806,-48.166748,-42.582455,-37.61995,-33.95186,-30.450972,-29.02582,-28.229095,-29.245718,-32.848938,-33.496937,-33.846893,-34.230415,-35.26393,-35.911377,-35.419434,-34.470398,-34.894485,-34.727318,-34.89722,-35.6008,-36.732674,-35.189663,-33.628548,-33.178112,-32.725464,-33.041695,-34.27531,-35.8151,-37.588436,-40.030724,-40.788483,-40.6362,-40.212524,-39.875343,-39.266342,-39.2718,-40.185272,-41.365246,-42.074284,-41.844334,-42.083015,-43.881237,-43.952496,-42.269268,-40.612335,-42.834633,-45.06866,-43.829052,-42.599895,-41.600754,-42.42155,-41.17043,-41.53381,-39.95863,-39.904785,-40.17453,-40.141342,-39.1166,-38.84703,-38.879757,-38.691925,-38.808872,-37.42324,-36.280758,-36.665337,-38.4922,-39.213734,-38.420406,-40.543907,-41.866802,-42.710556,-43.669952,-43.382248,-43.412094,-44.1866,-43.665257,-44.123093,-44.11939,-44.82266,-44.715424,-44.53977,-44.215786,-43.792397,-44.185223,-44.83311,-44.827663,-45.17537,-45.86769,-45.60102,-44.772446,-44.794384,-45.49477,-44.68094,-44.581886,-44.399036,-44.47262,-44.053474,-44.121185,-44.84197,-46.083523,-47.129345,-49.074142,-51.177174,-51.964596,-51.749775,-52.026814,-51.391777,-51.4295,-52.27364,-52.937252,-53.473797,-53.790947,-53.569843,-53.91032,-53.82538,-54.08197,-54.336243,-53.429516,-53.09718,-52.1277,-51.21695,-50.87315,-51.708923,-52.435257
happy,female,../data/raw\Actor_04\03-01-03-01-02-01-04.wav,-58.87358,-56.495377,-54.35038,-53.776314,-53.959385,-51.562916,-46.99864,-43.44639,-40.27263,-38.915665,-39.522835,-41.09138,-43.667313,-45.183125,-45.03351,-44.424282,-44.145073,-44.787975,-45.539284,-45.609314,-45.38733,-45.240242,-44.287365,-44.19749,-44.52806,-44.107727,-44.788082,-46.082184,-47.868557,-49.007378,-49.380806,-49.12005,-49.361813,-47.75679,-46.55933,-48.38912,-50.27408,-50.86609,-50.571056,-49.315228,-48.96998,-49.195637,-49.58952,-49.517532,-49.37853,-50.811535,-50.561142,-50.210793,-49.43796,-49.824898,-49.94841,-49.86908,-51.669643,-50.792515,-50.60302,-49.77878,-49.598576,-49.50257,-50.6616,-50.897587,-50.34798,-49.16364,-48.164024,-49.0587,-50.827744,-52.40218,-51.615124,-49.980297,-49.29845,-51.13193,-52.380135,-51.43326,-51.469036,-51.353245,-51.397625,-52.227547,-52.600807,-53.30286,-53.362495,-52.21586,-51.605423,-51.953613,-52.09347,-52.34847,-51.746983,-50.50182,-50.940094,-51.39298,-50.399704,-49.90175,-51.351078,-50.94968,-51.381847,-52.63847,-52.127125,-53.010128,-52.989285,-53.063957,-53.814915,-53.914227,-53.698376,-53.628513,-54.0215,-53.66775,-54.329742,-55.136208,-55.64475,-56.21298,-56.532352,-56.725792,-57.240974,-57.48842,-57.316578,-57.244503,-57.531086,-58.252728,-59.260254,-60.309315,-60.722797,-60.58216,-60.76178,-61.175346,-60.843468,-61.2863,-62.45136,-62.455303,-62.002594,-62.24898
angry,female,../data/raw\Actor_06\03-01-05-01-02-01-06.wav,-53.85426,-55.031826,-56.538414,-57.493748,-58.31516,-51.90376,-45.818592,-41.124638,-34.21025,-28.404192,-27.314411,-30.470774,-37.4328,-40.67074,-41.150608,-41.1404,-40.896523,-40.439182,-38.66891,-34.775036,-32.642384,-31.8401,-31.54091,-32.69483,-33.774387,-35.019123,-35.813515,-36.78558,-37.339542,-36.668564,-35.622196,-36.072205,-37.19863,-38.42082,-38.214554,-37.656178,-38.269615,-40.96165,-42.393536,-42.295517,-40.998604,-39.33349,-39.12012,-41.469505,-43.19081,-44.580307,-46.076828,-46.66326,-45.10982,-43.890373,-41.327953,-39.778065,-43.956818,-43.543217,-43.96426,-44.048683,-43.54446,-41.086426,-40.201008,-40.322807,-42.578564,-42.612457,-42.19697,-41.18236,-41.116856,-41.6922,-42.324158,-42.74576,-42.479977,-41.20952,-40.889046,-41.14981,-43.31276,-44.79939,-43.632473,-43.240753,-44.622677,-45.771122,-45.008194,-41.587795,-42.295895,-45.07373,-44.194626,-41.943813,-43.300503,-44.899666,-44.153873,-43.700947,-44.143738,-44.035603,-43.5142,-43.77045,-45.07744,-44.062622,-43.772984,-44.243313,-42.688965,-44.741768,-44.736004,-44.878365,-46.09137,-46.091442,-49.08206,-49.326595,-49.783844,-50.35115,-51.05521,-52.24786,-52.210323,-52.896347,-53.016228,-54.01818,-54.274174,-55.73696,-55.99983,-55.619022,-55.71973,-56.391933,-56.596287,-55.976646,-55.0536,-55.35459,-54.891994,-54.49693,-53.11549,-52.289818,-51.39889,-51.011898
sad,female,../data/raw\Actor_22\03-01-04-01-02-01-22.wav,-58.669357,-57.443012,-60.211014,-60.61025,-57.36651,-49.70166,-41.10662,-36.39698,-35.56199,-38.20491,-44.572193,-48.90543,-50.567432,-47.838486,-44.599506,-41.815784,-41.13558,-42.2518,-44.376183,-43.994926,-44.291443,-45.172916,-43.66254,-42.98792,-44.79268,-46.51889,-47.94198,-48.981934,-48.638954,-47.02193,-45.153194,-44.72084,-45.142616,-48.448334,-52.315388,-55.59433,-54.669884,-53.595642,-51.772427,-49.307774,-47.701984,-47.915497,-50.539635,-53.33719,-55.030163,-55.734447,-52.15925,-49.09274,-48.707527,-51.292027,-52.151596,-51.46731,-51.50999,-49.58289,-50.010044,-49.717342,-50.462437,-49.31666,-48.53054,-48.457886,-48.022697,-48.905556,-50.124004,-49.18143,-47.91149,-47.78569,-49.62037,-50.169167,-50.118065,-50.518364,-51.601513,-54.33249,-55.219734,-54.74208,-55.35948,-57.245785,-56.469326,-56.798027,-57.65755,-57.018543,-56.65323,-56.91198,-56.258316,-55.638145,-54.229774,-53.190804,-53.910065,-53.707325,-54.736748,-55.12094,-54.72894,-54.042267,-55.272488,-55.855446,-56.38556,-56.33531,-56.589355,-57.12881,-57.255928,-57.624363,-57.59113,-58.082157,-58.61682,-59.444946,-59.80765,-61.42401,-61.128883,-61.00972,-60.30326,-60.22682,-60.383194,-60.873825,-60.52245,-60.42224,-60.314884,-60.207333,-59.949276,-58.839947,-59.499443,-59.537247,-58.900364,-59.38797,-58.589634,-57.851665,-58.164692,-59.087086,-60.56657,-61.571766
disgust,female,../data/raw\Actor_22\03-01-07-02-01-01-22.wav,-57.04314,-54.94023,-55.181545,-52.25233,-46.487415,-37.580982,-30.74706,-26.63811,-26.75328,-31.428213,-36.34504,-39.052216,-39.399307,-36.961353,-34.448345,-31.595106,-30.925583,-31.931437,-33.559944,-34.215694,-34.499935,-34.247616,-34.16011,-34.567818,-34.77906,-34.135475,-32.846466,-32.815426,-33.52431,-34.81242,-36.327198,-37.880894,-38.37703,-37.926662,-36.878086,-37.137768,-37.648693,-38.585342,-39.350082,-40.846397,-42.050472,-41.512352,-39.56521,-38.70456,-39.680416,-43.218014,-42.615814,-41.30918,-40.571445,-41.709686,-42.20701,-40.59828,-41.163555,-39.76754,-40.43472,-40.246147,-40.40369,-38.496487,-39.34132,-38.879322,-37.597313,-37.00982,-36.975792,-37.426723,-37.800415,-37.716957,-37.443436,-37.569393,-38.361816,-39.296066,-40.384914,-41.614048,-41.023666,-41.32655,-42.21747,-43.101994,-41.483578,-41.319122,-41.71431,-40.885918,-42.2162,-41.440857,-40.639282,-41.33868,-42.09524,-41.241585,-41.970104,-42.797634,-43.154343,-43.919033,-44.414223,-43.3966,-44.241035,-44.023865,-43.745228,-44.102493,-44.21574,-44.947845,-45.154377,-45.115303,-45.94088,-46.96612,-47.737675,-49.066486,-49.005836,-49.851925,-50.816246,-51.632904,-52.247574,-52.2026,-51.900875,-50.8765,-49.713833,-48.52414,-47.461803,-46.82123,-46.23362,-45.921658,-46.670345,-47.241207,-47.6503,-48.673176,-49.85486,-50.66679,-50.83515,-51.852512,-52.976353,-54.001072
surprise,female,../data/raw\Actor_10\03-01-08-02-02-01-10.wav,-44.07016,-41.71862,-42.192642,-42.44505,-42.4259,-40.20191,-37.585556,-35.183655,-33.0378,-32.03097,-30.429577,-28.918264,-27.344582,-23.824612,-21.3618,-21.357828,-23.643185,-26.38402,-29.31699,-31.017155,-32.73936,-34.892082,-35.999428,-35.8087,-34.646614,-33.420677,-32.749462,-31.454012,-29.829554,-29.32707,-29.084568,-29.130585,-30.56575,-31.990015,-33.04946,-34.343052,-34.8668,-34.743553,-34.494743,-34.0557,-33.852654,-33.933083,-33.401394,-33.282715,-33.15355,-34.235332,-34.883656,-35.018486,-34.566708,-35.4713,-36.259945,-35.91705,-36.006905,-35.319565,-34.983692,-34.754433,-35.440643,-35.28379,-35.40382,-34.922924,-34.885925,-35.609276,-35.386864,-34.751095,-34.627884,-34.423992,-33.971535,-34.053574,-34.88478,-35.99184,-36.258896,-36.666557,-37.477463,-37.647213,-37.83296,-37.790653,-37.872234,-38.829742,-39.276913,-37.886063,-37.524548,-37.98513,-37.23663,-36.89247,-37.1998,-37.410625,-38.651688,-39.846657,-39.233356,-39.304085,-39.07878,-39.597164,-38.55514,-37.346405,-36.97779,-36.972984,-38.233868,-38.25331,-38.161255,-39.35478,-40.50778,-41.396572,-41.41024,-42.632256,-42.774124,-42.862934,-43.658676,-44.511063,-44.89625,-44.624546,-44.4425,-43.41857,-42.81771,-43.271175,-42.824673,-43.04805,-42.986908,-43.04425,-43.388058,-42.41636,-41.392143,-40.446888,-39.813152,-39.47893,-39.882057,-40.565266,-41.402977,-42.618484
disgust,male,../data/raw\Actor_21\03-01-07-01-02-01-21.wav,-49.348183,-42.87532,-37.06164,-32.824627,-32.312126,-34.056656,-34.10567,-34.165855,-33.203545,-32.85835,-31.949154,-32.020237,-34.570057,-35.05817,-35.235153,-34.294807,-33.44785,-33.294758,-34.497112,-34.970913,-36.665195,-37.321968,-36.892704,-38.14095,-39.797432,-40.635654,-40.538757,-40.784554,-40.04757,-39.664646,-40.271347,-41.02403,-41.517838,-41.77894,-42.88563,-43.849033,-43.971615,-43.45175,-43.723053,-44.03938,-43.83123,-43.84994,-43.477016,-44.084618,-46.05092,-47.20412,-46.80563,-45.424694,-44.422432,-45.810436,-46.077038,-45.315414,-45.50559,-44.64434,-44.32793,-43.454212,-43.25766,-42.915028,-43.95911,-43.43348,-42.687275,-42.699493,-42.63349,-42.685925,-42.767593,-42.490437,-43.14644,-43.092815,-43.596504,-44.359127,-44.70412,-45.603817,-45.521847,-44.942116,-45.384586,-45.566616,-45.66959,-45.650414,-44.95298,-45.823,-45.534683,-44.550632,-43.705566,-43.38852,-42.92406,-43.297848,-43.544113,-44.33731,-44.295303,-44.440136,-44.889782,-45.531612,-45.7956,-46.24102,-46.89938,-47.472492,-48.42591,-48.77133,-49.565826,-50.55667,-51.359955,-52.136826,-52.736286,-53.80559,-54.445763,-55.064083,-55.311428,-55.44246,-55.057434,-54.94247,-54.631294,-55.093586,-55.598446,-55.59673,-55.187794,-55.29144,-54.917683,-54.663467,-54.668484,-54.71173,-54.133568,-53.98344,-54.22489,-55.39355,-56.36132,-56.46473,-56.129936,-55.65584
fear,male,../data/raw\Actor_05\03-01-06-01-01-01-05.wav,-45.081184,-51.44825,-53.906944,-51.37171,-46.935658,-43.6137,-43.927452,-45.035267,-45.266346,-44.76945,-44.96677,-45.74359,-47.334854,-47.811394,-47.30362,-45.496674,-43.937912,-43.862663,-44.889202,-46.38326,-47.708416,-48.41073,-47.939266,-48.54811,-49.996086,-49.640182,-49.329735,-49.006256,-49.3536,-49.34371,-49.561356,-49.682213,-49.94762,-49.873184,-49.24025,-49.83415,-51.081448,-52.554962,-53.014614,-53.504288,-54.429,-54.24964,-53.8634,-54.052658,-54.155678,-54.932693,-55.640812,-55.000587,-53.241066,-53.38203,-54.53074,-54.153008,-55.105537,-56.830765,-58.558605,-56.464607,-54.67895,-54.671722,-54.12092,-54.38361,-55.74753,-55.764175,-55.046154,-54.182796,-54.393253,-55.593754,-55.09216,-55.15295,-55.2209,-55.741722,-56.049328,-56.153183,-56.148273,-55.78849,-54.800232,-54.410892,-54.58944,-55.515686,-54.984016,-54.53623,-55.453346,-56.713737,-56.31506,-55.64299,-56.277424,-56.70991,-56.361156,-55.98029,-57.082474,-57.400135,-57.674664,-58.082634,-58.80332,-58.742477,-60.451717,-61.64072,-60.719074,-59.888115,-59.12026,-58.872417,-59.458614,-58.92447,-58.81362,-59.202045,-59.435467,-60.43345,-61.41439,-61.149097,-61.71073,-61.54032,-62.456585,-62.783546,-62.804714,-62.919735,-62.04462,-62.16683,-62.48625,-62.716576,-62.497456,-62.042824,-62.502686,-62.99736,-62.99048,-62.514286,-62.927,-63.50681,-63.92011,-64.19227
angry,female,../data/raw\Actor_24\03-01-05-01-01-02-24.wav,-50.063164,-48.32026,-48.28954,-50.099957,-51.005222,-49.20182,-46.733547,-42.257656,-36.698814,-32.483547,-29.806023,-31.252836,-35.191315,-37.861176,-39.402157,-39.999977,-40.205673,-39.712948,-37.727707,-35.063995,-33.29453,-32.4023,-31.82007,-33.344013,-34.236057,-35.051517,-35.52292,-36.07081,-35.91512,-35.737625,-36.1893,-36.819614,-37.673454,-37.617058,-36.665,-37.039047,-37.75085,-38.21575,-38.29103,-38.29318,-38.163296,-37.66597,-38.059063,-38.592445,-39.046246,-39.985264,-38.88665,-38.722588,-38.446182,-39.15285,-39.144005,-38.731422,-40.76343,-41.105785,-41.516815,-39.44652,-38.568226,-37.670784,-38.690784,-39.93994,-41.698868,-42.531113,-41.107746,-39.315212,-38.201332,-39.12681,-41.0369,-42.575226,-43.204803,-40.7689,-39.002563,-39.259296,-42.04656,-43.20785,-41.511787,-40.02573,-39.354603,-40.16054,-41.17958,-40.47707,-40.267933,-41.288105,-42.54094,-41.685284,-40.679295,-42.314823,-42.511627,-41.47518,-41.04523,-42.396076,-42.550117,-41.82505,-42.404503,-41.508957,-42.29769,-42.17591,-41.354774,-41.935535,-42.54138,-41.53283,-42.218296,-41.854397,-41.228058,-41.455692,-41.72558,-44.14383,-45.872482,-47.309807,-48.155407,-48.493122,-48.31946,-48.793056,-48.421745,-49.061367,-48.55422,-48.217827,-47.973125,-47.614433,-47.524643,-46.9175,-46.40141,-46.322258,-46.779373,-46.54582,-46.65389,-47.389664,-47.577236,-48.419575
calm,female,../data/raw\Actor_16\03-01-02-02-01-01-16.wav,-58.133636,-57.426537,-55.5318,-53.644215,-49.578754,-43.33331,-38.94661,-37.157303,-37.91621,-41.576668,-44.52693,-45.042805,-44.399513,-43.194424,-42.599438,-42.587173,-43.46019,-44.775784,-44.68244,-43.188797,-42.218357,-42.73031,-43.952206,-45.472332,-45.696,-45.742878,-46.855137,-47.006702,-46.41738,-46.95003,-47.677277,-48.122913,-48.17683,-48.471035,-48.974155,-49.448685,-49.49096,-49.258644,-49.58876,-49.34822,-49.84013,-50.3333,-51.040546,-51.69699,-53.544605,-55.947735,-54.87862,-52.75141,-50.866695,-51.77481,-52.765656,-54.063217,-55.963005,-55.64542,-56.028275,-55.229694,-54.761406,-54.47546,-54.09379,-54.014645,-55.448986,-54.38469,-53.687996,-53.061565,-52.55462,-52.011185,-52.109856,-53.205364,-53.199722,-52.832333,-52.97795,-53.434696,-53.05502,-53.26424,-53.690895,-54.739494,-54.330357,-54.955635,-54.96081,-54.49157,-55.012012,-55.195137,-55.710274,-56.908478,-56.661423,-57.08732,-56.866554,-55.826096,-56.98534,-57.542767,-57.3196,-57.796227,-58.03138,-58.81276,-57.92298,-57.93833,-57.573288,-57.964443,-58.032635,-58.362167,-57.584522,-57.06888,-57.62366,-58.13506,-58.6072,-59.660164,-59.728783,-60.326233,-60.67632,-61.348,-61.521744,-61.47017,-61.765373,-61.953728,-61.861782,-61.255272,-60.93643,-60.53246,-60.24543,-59.69173,-59.968796,-60.860924,-61.302296,-62.03213,-62.58221,-62.370785,-62.379787,-62.36747
disgust,male,../data/raw\Actor_21\03-01-07-01-01-01-21.wav,-48.438065,-41.656273,-35.115406,-31.079042,-31.071548,-31.811546,-30.924366,-30.482542,-30.859343,-30.624296,-30.37546,-30.817465,-33.12622,-33.297787,-33.252594,-33.293606,-33.68501,-33.081356,-33.695606,-34.627148,-35.92217,-36.151234,-35.611843,-36.76462,-38.90049,-39.155178,-38.464993,-38.730736,-38.90043,-39.21848,-39.362637,-39.798115,-39.939083,-41.162758,-41.70134,-42.2044,-42.94982,-43.09601,-42.881123,-42.903633,-43.178722,-43.31421,-43.216278,-43.765316,-45.01239,-45.09489,-44.825726,-44.106396,-42.87283,-43.66303,-43.9884,-43.365128,-44.870934,-44.259613,-43.77254,-41.957508,-42.28796,-41.730053,-42.5947,-42.81692,-42.216537,-41.837875,-42.76189,-43.041008,-43.344166,-43.585964,-44.285088,-44.03473,-44.96463,-45.306343,-45.748688,-46.99902,-46.593243,-46.03993,-46.724487,-47.12617,-46.452553,-46.03889,-44.712605,-44.38603,-42.948162,-42.152817,-42.55249,-42.334698,-42.488167,-43.258766,-43.49647,-43.848003,-43.72753,-43.215866,-43.318752,-43.20375,-43.89424,-44.767765,-45.13277,-46.325108,-46.851433,-48.118122,-49.603237,-50.543762,-50.956554,-51.87779,-52.718094,-53.855972,-53.717636,-53.79763,-53.689026,-54.308884,-54.83448,-54.974495,-54.802975,-54.928886,-55.426384,-55.219406,-55.062305,-55.09153,-55.21313,-55.384926,-55.025955,-55.141487,-54.70382,-54.550434,-54.81198,-55.70523,-56.570473,-56.99768,-56.263496,-55.921017
disgust,female,../data/raw\Actor_02\03-01-07-02-01-02-02.wav,-52.515873,-49.975883,-48.42135,-47.571724,-47.410294,-44.292168,-40.631516,-36.685886,-32.359917,-30.20431,-30.471338,-33.93617,-38.764774,-40.49791,-39.62466,-39.35878,-38.460056,-37.6177,-36.563694,-34.764816,-33.873657,-34.407566,-35.09883,-36.6024,-37.915817,-38.232624,-38.04541,-37.697342,-37.218796,-37.18703,-37.506943,-37.140522,-38.060337,-39.451443,-38.987137,-39.10363,-40.46713,-41.778847,-41.14212,-41.19129,-41.983974,-42.384186,-41.308483,-40.410103,-40.185123,-41.114334,-41.81925,-42.60012,-42.150513,-42.686016,-42.98652,-41.85464,-43.010933,-41.857407,-41.488754,-41.412327,-42.208004,-41.644077,-40.942425,-40.455162,-41.372696,-42.061558,-41.68538,-41.53947,-42.44777,-42.930336,-44.14637,-44.30058,-42.621696,-43.12801,-44.59084,-44.167908,-44.93815,-45.827854,-46.609436,-47.25633,-47.475796,-48.738403,-48.96769,-48.246696,-47.035797,-48.222828,-47.54404,-45.748837,-45.9947,-45.99859,-45.46554,-45.54828,-44.547977,-44.726864,-45.293076,-46.312622,-46.17938,-46.944378,-46.551346,-46.62454,-46.45549,-45.416874,-45.01209,-45.820908,-45.530617,-46.380096,-46.62576,-46.527203,-47.150444,-47.181774,-47.88977,-47.48083,-47.597294,-48.43381,-49.564934,-50.172283,-51.164757,-52.09473,-52.6543,-52.89292,-53.38193,-53.93371,-54.299305,-54.332603,-54.757942,-54.980206,-55.141155,-55.196617,-54.732822,-54.241486,-53.834053,-53.582596
sad,female,../data/raw\Actor_04\03-01-04-01-01-01-04.wav,-64.985916,-60.486046,-58.782578,-58.8207,-58.281612,-56.21823,-53.05797,-48.824596,-45.0973,-43.911465,-44.69563,-47.90437,-51.18322,-51.604748,-50.723537,-50.015694,-48.91908,-48.860973,-49.190575,-49.540306,-50.393684,-51.221,-52.059067,-53.462456,-53.43921,-52.91418,-53.466293,-53.938744,-53.57603,-53.4913,-54.30324,-55.40573,-56.31165,-56.885403,-56.085903,-56.56238,-56.87223,-56.97128,-57.097294,-56.541664,-56.336967,-56.55579,-57.007336,-57.632774,-57.838985,-58.17071,-57.146446,-57.128864,-56.771175,-57.02255,-57.052216,-57.970505,-59.84005,-58.837776,-58.17431,-57.146797,-57.0673,-56.71361,-57.983315,-58.752316,-59.064877,-58.245785,-57.7188,-57.564075,-57.982155,-58.81172,-59.304615,-59.200905,-58.95257,-59.13546,-59.03096,-59.70334,-61.662357,-62.038914,-61.292435,-61.15434,-61.96312,-61.78729,-61.134087,-60.45778,-59.715885,-59.082394,-58.94904,-58.88858,-58.799835,-58.672993,-59.329117,-59.289543,-58.677727,-58.705353,-59.651928,-60.34938,-60.4492,-60.562027,-60.81917,-60.94732,-60.708534,-61.65445,-62.239346,-62.211456,-62.33665,-62.02401,-61.970356,-61.840755,-61.818768,-61.818096,-62.265965,-61.970097,-62.103107,-62.40921,-63.405018,-63.95067,-64.67896,-64.536285,-64.77381,-65.02042,-65.05813,-65.06504,-65.18464,-65.87965,-66.44204,-66.897224,-66.97494,-67.38135,-67.28004,-67.43105,-67.526474,-67.73796
disgust,male,../data/raw\Actor_21\03-01-07-02-02-01-21.wav,-48.773933,-38.030083,-30.49635,-27.424213,-29.734222,-32.44416,-30.612194,-29.999731,-29.96035,-30.865217,-31.70296,-32.604397,-34.32605,-34.01832,-34.332188,-34.028732,-33.320114,-32.846283,-33.550194,-33.19697,-33.515083,-33.9712,-34.719418,-35.78812,-37.249275,-37.36908,-36.853134,-36.963165,-37.53541,-37.72709,-38.59486,-40.02086,-40.106087,-40.576218,-42.35321,-43.211082,-43.16476,-42.720303,-42.56934,-42.65036,-43.181843,-42.70817,-41.281902,-41.56422,-43.400253,-44.30542,-43.60417,-43.7001,-42.65788,-43.04604,-43.705227,-42.856857,-43.86735,-43.478718,-43.231834,-42.296734,-41.615383,-40.451443,-41.62221,-42.62907,-42.075798,-40.37051,-40.933517,-40.41591,-40.461655,-41.600887,-42.21611,-42.69704,-42.352364,-42.808956,-43.2567,-44.572044,-44.46459,-44.431446,-44.91612,-45.596428,-45.19742,-43.971516,-42.44007,-43.133476,-42.45139,-40.753597,-40.7093,-40.63165,-40.6636,-40.892635,-42.002132,-42.95226,-42.75461,-42.38981,-42.824913,-42.775097,-42.791557,-43.534428,-43.278225,-44.146545,-44.192787,-44.976006,-47.11708,-48.931572,-50.167458,-51.347897,-52.27116,-52.83437,-53.262135,-53.69161,-53.207886,-54.11207,-54.149944,-54.26797,-54.48169,-54.288933,-54.850704,-55.240005,-54.58511,-54.26214,-54.0058,-54.03018,-53.81639,-53.37139,-52.93535,-52.930435,-53.75498,-54.91133,-55.698616,-55.700787,-55.374966,-55.173492
disgust,female,../data/raw\Actor_14\03-01-07-02-01-02-14.wav,-61.321247,-58.198143,-55.228577,-54.43802,-54.516983,-52.548912,-49.23273,-45.058746,-40.210175,-37.797577,-37.936836,-41.31334,-45.93772,-45.6916,-44.620296,-43.37773,-41.960537,-41.078426,-40.71185,-39.17681,-39.059727,-39.23046,-39.964275,-40.75108,-40.02214,-39.257557,-40.17821,-41.185783,-41.595863,-42.366035,-43.222878,-44.52677,-46.1832,-47.35375,-47.656815,-47.91032,-46.843807,-46.680027,-47.839912,-48.657257,-48.460297,-48.11064,-48.216454,-48.424904,-48.95805,-49.27185,-49.21486,-49.35284,-48.19544,-48.43141,-49.05588,-48.686752,-49.883068,-48.86406,-49.412838,-48.857468,-48.33315,-46.98179,-47.516266,-47.446068,-46.658363,-45.779785,-46.416927,-47.7429,-47.983315,-47.046913,-46.459774,-47.60152,-48.638767,-48.370712,-48.7324,-49.23143,-50.71921,-51.137024,-50.093597,-50.96292,-51.769676,-51.446724,-51.35458,-51.05756,-50.69431,-50.247375,-49.969276,-49.588562,-49.76278,-50.33323,-50.525112,-49.522118,-50.326233,-51.42154,-51.664818,-51.704475,-51.84664,-51.506348,-52.020226,-52.159824,-51.5596,-51.067734,-50.421223,-50.206932,-49.83382,-49.4402,-48.94735,-48.641445,-48.789608,-49.221867,-49.388733,-49.98304,-49.523624,-49.172234,-49.683407,-50.383747,-51.010113,-51.261696,-51.774025,-52.536594,-53.616947,-54.790592,-55.30027,-55.94197,-56.9078,-56.73196,-57.404743,-58.04137,-58.818172,-58.95443,-59.26997,-59.41404
