emotion,gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
angry,female,-55.69614791870117,-55.06511688232422,-55.19417953491211,-53.72264862060547,-53.55247116088867,-52.46933364868164,-49.40483856201172,-46.37200164794922,-42.82273483276367,-38.825103759765625,-37.31855773925781,-37.723182678222656,-39.401268005371094,-41.3336067199707,-42.76271438598633,-44.101261138916016,-44.858863830566406,-44.762298583984375,-43.902381896972656,-43.650875091552734,-42.475250244140625,-41.54022979736328,-41.207984924316406,-41.160911560058594,-40.45490646362305,-41.546669006347656,-42.550086975097656,-42.76758575439453,-43.27217102050781,-43.301143646240234,-43.29155731201172,-43.7115364074707,-45.24444580078125,-44.340362548828125,-44.13272476196289,-45.62684631347656,-44.97924041748047,-44.83340072631836,-45.996952056884766,-47.1900634765625,-48.14532470703125,-46.877708435058594,-45.56364822387695,-45.236175537109375,-45.69527816772461,-46.85960006713867,-46.784423828125,-47.441715240478516,-47.3834228515625,-47.54488754272461,-48.48171615600586,-48.24932098388672,-48.13967514038086,-47.35042190551758,-47.93101119995117,-47.96566390991211,-48.11552047729492,-46.3878173828125,-47.137489318847656,-47.848304748535156,-47.437591552734375,-48.2077522277832,-48.248355865478516,-47.30268859863281,-46.47311782836914,-46.42278289794922,-47.27228927612305,-48.12092971801758,-49.02283477783203,-49.797550201416016,-48.46441650390625,-46.58067321777344,-48.026763916015625,-50.949039459228516,-50.61503982543945,-50.73509979248047,-49.30006408691406,-50.30705642700195,-51.420997619628906,-51.64169692993164,-52.10245895385742,-52.516902923583984,-52.77170181274414,-53.13370895385742,-52.9279670715332,-51.3670768737793,-50.32877731323242,-52.11220932006836,-50.90382766723633,-49.77333450317383,-50.26239013671875,-50.38515090942383,-49.68744659423828,-49.82249069213867,-51.121334075927734,-52.06623458862305,-52.370384216308594,-52.860355377197266,-52.59028244018555,-52.691497802734375,-51.788509368896484,-52.02727508544922,-52.24101257324219,-52.511531829833984,-51.76230239868164,-51.15313720703125,-51.875022888183594,-50.79280471801758,-51.982505798339844,-52.54064178466797,-52.20771026611328,-53.2326545715332,-54.045509338378906,-54.300533294677734,-55.153987884521484,-56.30986785888672,-57.47661590576172,-57.365867614746094,-57.453392028808594,-56.86133575439453,-57.532039642333984,-58.64398193359375,-58.93281173706055,-58.273590087890625,-58.84809494018555,-59.068443298339844,-59.414581298828125,-59.348838806152344
angry,female,-48.74773406982422,-48.65809631347656,-49.3023796081543,-48.33563995361328,-47.32621765136719,-44.9826545715332,-41.353702545166016,-37.68349838256836,-33.14023971557617,-31.885202407836914,-31.914051055908203,-33.6949462890625,-36.98189163208008,-38.03208923339844,-39.410301208496094,-39.81321716308594,-38.7431640625,-38.327701568603516,-38.06351089477539,-37.0421257019043,-36.405975341796875,-36.534515380859375,-35.92872619628906,-36.64848327636719,-37.82339859008789,-38.06648635864258,-38.545623779296875,-38.7315559387207,-38.61579895019531,-39.29510498046875,-39.64218521118164,-39.25664138793945,-40.076053619384766,-40.04438018798828,-40.1809196472168,-41.580692291259766,-42.45556640625,-42.45257568359375,-41.03555679321289,-40.04596710205078,-39.91526412963867,-41.009666442871094,-41.78196716308594,-42.31712341308594,-42.46451187133789,-43.19807815551758,-42.61375045776367,-43.221797943115234,-42.83195114135742,-42.782100677490234,-42.80812454223633,-42.550132751464844,-43.69158172607422,-42.200843811035156,-41.650779724121094,-41.85965347290039,-42.73870849609375,-42.287940979003906,-43.08169174194336,-43.089996337890625,-42.72972869873047,-41.94874572753906,-41.60797119140625,-42.347164154052734,-43.60503005981445,-44.333736419677734,-44.290157318115234,-43.19365692138672,-42.40484619140625,-43.81100082397461,-46.16356658935547,-45.51108932495117,-45.42289352416992,-44.46187210083008,-45.722896575927734,-46.89021682739258,-47.22544479370117,-47.233856201171875,-47.56056213378906,-47.768436431884766,-48.220069885253906,-47.824581146240234,-45.93937683105469,-45.68035125732422,-47.09966278076172,-45.86573791503906,-45.3733024597168,-45.88336181640625,-45.87546157836914,-44.87083053588867,-45.48108673095703,-46.475990295410156,-47.1839485168457,-47.848350524902344,-47.79336166381836,-47.49898147583008,-47.660125732421875,-46.71229934692383,-47.19187545776367,-46.92772674560547,-47.29056167602539,-46.934539794921875,-46.60121154785156,-46.946136474609375,-46.19281768798828,-47.58599090576172,-47.70267105102539,-47.89259719848633,-48.606021881103516,-49.34604263305664,-49.92011260986328,-50.88870620727539,-51.949642181396484,-52.74090576171875,-52.8506965637207,-52.60289764404297,-52.55742645263672,-53.44257354736328,-54.023067474365234,-53.886741638183594,-53.456451416015625,-54.06024169921875,-54.49724578857422,-54.57710266113281,-54.536197662353516,-53.48542404174805,-52.431114196777344,-51.53885269165039
happy,female,-54.3370246887207,-54.753665924072266,-52.87919998168945,-51.613014221191406,-49.912330627441406,-45.54777526855469,-40.87029266357422,-36.9438362121582,-32.679046630859375,-31.10474967956543,-29.884275436401367,-30.95345687866211,-33.97158432006836,-35.37600326538086,-35.6906623840332,-36.716278076171875,-38.57447814941406,-39.474674224853516,-38.83784484863281,-35.99217224121094,-33.0213623046875,-32.18439483642578,-31.73467254638672,-33.287681579589844,-35.10781478881836,-36.51433563232422,-37.39048385620117,-37.04770278930664,-36.6728401184082,-37.52143096923828,-38.76981735229492,-39.2823600769043,-39.72462463378906,-40.62614440917969,-40.01348876953125,-39.56926345825195,-39.85004806518555,-39.86553192138672,-39.92818069458008,-39.2037353515625,-39.260398864746094,-39.85593795776367,-41.30235290527344,-42.92463684082031,-44.7362174987793,-46.7619743347168,-44.905941009521484,-43.433250427246094,-42.29582977294922,-43.342716217041016,-44.583045959472656,-44.14807891845703,-44.79228973388672,-44.68082046508789,-45.55817413330078,-43.409671783447266,-42.76171875,-42.745460510253906,-43.09738540649414,-43.32394027709961,-44.20671463012695,-43.53935623168945,-41.38376235961914,-39.72691345214844,-40.03246307373047,-40.84097671508789,-41.51197052001953,-42.24209213256836,-41.68268585205078,-40.081111907958984,-39.64950180053711,-40.15978240966797,-41.76826477050781,-41.752235412597656,-41.1849479675293,-40.715694427490234,-41.04026794433594,-42.39697265625,-43.16653823852539,-42.393009185791016,-42.4533805847168,-42.93351364135742,-44.69761657714844,-44.8701286315918,-43.281707763671875,-42.171566009521484,-42.89247131347656,-43.23923110961914,-42.90890121459961,-42.19724655151367,-43.33647918701172,-44.03245162963867,-43.00944900512695,-43.21915054321289,-43.0336799621582,-42.95016098022461,-42.53999710083008,-43.69046401977539,-43.14027404785156,-42.270790100097656,-42.55424118041992,-42.65908432006836,-43.49658203125,-45.809364318847656,-46.3622932434082,-47.33673095703125,-48.57328414916992,-48.75267791748047,-49.3386116027832,-49.0672607421875,-49.30873107910156,-49.03122329711914,-48.574424743652344,-48.7283935546875,-48.7608757019043,-49.08863067626953,-49.63627243041992,-49.13218307495117,-48.641632080078125,-47.86372375488281,-47.647708892822266,-47.52085876464844,-47.94744110107422,-47.407447814941406,-47.61604309082031,-47.769954681396484,-47.43516159057617,-47.987945556640625
happy,female,-31.767403951403214,-31.992011174244734,-31.68252337918874,-31.40223220422191,-31.59413822377911,-29.67053274286397,-27.416838413095046,-25.099193208685097,-21.99959006098638,-20.727279711601376,-19.09112231209942,-19.78031411463251,-23.13345908943347,-24.03228822047837,-24.34019368405763,-25.736954225889267,-26.92828542411777,-26.775356311614942,-25.8543440320399,-23.640178263748723,-21.53610546084241,-21.42342738791291,-21.135193524746462,-21.814317775562415,-22.910441663161087,-23.61496210162852,-24.394674847490123,-24.035464471233997,-23.789636794691603,-24.695015661426634,-25.655819717568175,-26.11987898860002,-26.403420628289478,-27.56114592337768,-26.752211485175796,-26.59428548280139,-26.407777922007693,-26.06494837464444,-25.818873775315346,-25.38447946257233,-25.140253525037185,-25.823971524079475,-27.207910113270948,-28.971081386324176,-29.545849500910855,-30.653665846569186,-29.661529914037207,-28.82277582085822,-27.506766257920894,-28.30057407940815,-28.666999173397024,-27.581495219382358,-28.494800723689025,-28.251855349713566,-29.723236812808754,-27.81621166873604,-27.6136804878651,-26.772584740154286,-27.85918250700851,-27.801845547697564,-27.940711972377354,-27.97541246091861,-27.34598924419979,-26.28448774352582,-26.247713257590156,-26.57484873876051,-27.17239901476765,-27.935350849738512,-28.097759898528544,-26.77440854538168,-26.066412561440796,-26.391976090039464,-27.45093606275034,-27.894596833323167,-27.076955281560974,-27.250453579178473,-27.102572392224072,-28.08593497779158,-28.781368316744604,-28.08646385374865,-27.670406904314028,-28.013543351970036,-29.158297832978356,-29.21937418844454,-28.304936510057203,-27.420801249530715,-27.976581658186706,-28.123696167172117,-27.471366263965997,-27.083936756513584,-28.08215517205572,-28.280575786235858,-27.77569744306236,-27.581575412940573,-27.227636150725772,-27.472455835473173,-27.359415455655252,-28.061448875494825,-27.286179725762942,-26.748348134917848,-27.048856257687437,-27.270556518682152,-28.128980762978223,-28.960492036164112,-29.113019288428713,-29.384312239497113,-29.963188137848466,-29.888143649887677,-29.759272164262548,-29.624678457666313,-29.532747308610702,-29.401719554791534,-29.385363745547814,-29.671421675478904,-29.32316831009358,-29.485896216817675,-29.336593830920474,-28.86555430019109,-28.803972557304267,-28.658623358404327,-28.809809461911616,-28.919711343807634,-28.576502943803927,-28.739209400368722,-28.83604575468342,-28.76765041279128,-28.36372844344785,-28.75280161533181
happy,female,-54.21793746948242,-54.715065002441406,-52.90304946899414,-51.47596740722656,-49.738101959228516,-45.59435272216797,-40.864601135253906,-36.82429504394531,-32.56294631958008,-31.02774429321289,-29.896120071411133,-30.847686767578125,-33.94601821899414,-35.18824005126953,-35.65171813964844,-36.66250228881836,-38.43638229370117,-39.36570739746094,-38.540035247802734,-35.997711181640625,-32.86714553833008,-32.14250946044922,-31.733808517456055,-33.20831298828125,-35.008785247802734,-36.564491271972656,-37.41741180419922,-37.01886749267578,-36.6866569519043,-37.36483383178711,-38.74755096435547,-39.107940673828125,-39.7655029296875,-40.57095718383789,-39.98221969604492,-39.52695083618164,-39.87268829345703,-39.890201568603516,-39.86845397949219,-39.19676971435547,-39.21001052856445,-39.83298873901367,-41.2427978515625,-42.932823181152344,-44.65900421142578,-46.70500946044922,-44.90227508544922,-43.37400436401367,-42.26315689086914,-43.3527717590332,-44.55568313598633,-44.12239074707031,-44.72361755371094,-44.60943603515625,-45.48149871826172,-43.31538009643555,-42.66511154174805,-42.69468688964844,-43.07516860961914,-43.29475021362305,-44.15673828125,-43.41191101074219,-41.282894134521484,-39.658851623535156,-39.97358322143555,-40.75996017456055,-41.46483612060547,-42.15535354614258,-41.631839752197266,-40.03643035888672,-39.5563850402832,-40.0589714050293,-41.69795608520508,-41.71053695678711,-41.112091064453125,-40.648468017578125,-40.9865837097168,-42.357460021972656,-43.0772590637207,-42.2899284362793,-42.398738861083984,-42.868045806884766,-44.63035583496094,-44.795616149902344,-43.22517776489258,-42.123504638671875,-42.84912109375,-43.15583801269531,-42.8317985534668,-42.12894058227539,-43.25571823120117,-43.936790466308594,-42.93560028076172,-43.1472053527832,-42.94630432128906,-42.86602020263672,-42.458229064941406,-43.61387634277344,-43.05208969116211,-42.18437957763672,-42.49761962890625,-42.60397720336914,-43.42499542236328,-45.753753662109375,-46.28598403930664,-47.25168991088867,-48.47568130493164,-48.650291442871094,-49.251373291015625,-48.967041015625,-49.2292594909668,-48.940086364746094,-48.480552673339844,-48.61429214477539,-48.642208099365234,-48.99884796142578,-49.56327819824219,-49.05842971801758,-48.55080795288086,-47.7553825378418,-47.5526008605957,-47.427894592285156,-47.84434509277344,-47.32341766357422,-47.52393341064453,-47.700313568115234,-47.369285583496094,-47.92732620239258
happy,female,-57.07997512817383,-57.48453903198242,-55.51148986816406,-53.94059753417969,-52.13077926635742,-47.85297775268555,-43.36834716796875,-39.754703521728516,-35.808345794677734,-34.259124755859375,-32.60078430175781,-33.63291549682617,-36.913291931152344,-38.58531951904297,-38.84575653076172,-39.68537902832031,-41.227378845214844,-42.239601135253906,-41.39377212524414,-38.38673782348633,-35.72627258300781,-34.860076904296875,-34.102046966552734,-35.51222229003906,-37.60365295410156,-39.105125427246094,-40.305564880371094,-40.22928237915039,-39.895484924316406,-40.47762680053711,-41.53059768676758,-41.74816131591797,-42.23708724975586,-43.2659797668457,-42.20703887939453,-41.58375930786133,-42.08918380737305,-42.58523178100586,-42.47854232788086,-41.61277770996094,-41.57088088989258,-42.614471435546875,-44.169681549072266,-45.84613037109375,-48.25473403930664,-49.608680725097656,-47.729923248291016,-46.35580062866211,-45.27323913574219,-45.93456268310547,-46.8663215637207,-46.479766845703125,-47.26420211791992,-47.11250305175781,-48.26028823852539,-45.6110725402832,-45.136138916015625,-44.906551361083984,-45.24103927612305,-45.58919906616211,-46.78118133544922,-45.70881652832031,-43.25581741333008,-41.33881759643555,-41.84706497192383,-42.91685104370117,-43.8516731262207,-44.64400863647461,-44.17462921142578,-42.45804214477539,-41.847599029541016,-42.20000457763672,-43.947566986083984,-43.834590911865234,-43.18599319458008,-42.82099533081055,-43.106231689453125,-44.759918212890625,-45.36637878417969,-44.52974319458008,-44.850955963134766,-45.552799224853516,-46.78445053100586,-46.80611038208008,-45.891456604003906,-44.78496551513672,-45.314029693603516,-45.586177825927734,-45.169395446777344,-44.23634719848633,-45.64208221435547,-46.129638671875,-45.15395736694336,-45.561424255371094,-45.132469177246094,-45.2481575012207,-44.49421310424805,-45.755210876464844,-45.15949630737305,-44.3536262512207,-44.71794128417969,-45.00178909301758,-45.72632598876953,-48.1331787109375,-48.714012145996094,-49.68199920654297,-50.70478057861328,-50.736595153808594,-51.23118209838867,-51.08360290527344,-51.487796783447266,-51.1768798828125,-50.75233459472656,-50.472679138183594,-50.28593444824219,-51.03263473510742,-51.72320556640625,-51.0930061340332,-50.499027252197266,-49.72665786743164,-49.54453659057617,-49.45951843261719,-49.89904022216797,-49.10562515258789,-49.397613525390625,-49.67680358886719,-49.50515365600586,-49.94251251220703
happy,female,-57.2885627746582,-58.37460708618164,-57.02862548828125,-55.162147521972656,-54.0755615234375,-51.18732833862305,-46.607669830322266,-42.545406341552734,-38.71963882446289,-34.843040466308594,-33.34644317626953,-33.01799392700195,-34.204063415527344,-36.1364860534668,-38.110137939453125,-38.796695709228516,-39.291648864746094,-40.72897720336914,-42.33127975463867,-42.88825607299805,-41.160282135009766,-38.5573616027832,-35.638023376464844,-34.99748992919922,-35.27978515625,-35.75559997558594,-37.42176818847656,-38.90858840942383,-40.283870697021484,-39.9132080078125,-39.653106689453125,-40.1484260559082,-41.42784118652344,-41.9142951965332,-41.92618179321289,-43.90428924560547,-44.279869079589844,-43.28406524658203,-42.39398956298828,-43.01435852050781,-44.12123489379883,-44.03325653076172,-42.93694305419922,-42.78459167480469,-43.17572784423828,-44.780006408691406,-45.906272888183594,-47.41325759887695,-49.18830871582031,-48.980587005615234,-46.843204498291016,-45.286163330078125,-45.96784973144531,-46.8695182800293,-47.9869384765625,-47.06250762939453,-48.054649353027344,-48.945613861083984,-47.806400299072266,-45.8140754699707,-45.49198913574219,-46.28629684448242,-46.3464241027832,-47.34599304199219,-47.131019592285156,-45.639373779296875,-43.83064270019531,-42.7886962890625,-42.99810791015625,-43.71397018432617,-44.752655029296875,-44.856693267822266,-43.64105987548828,-42.631107330322266,-42.65041732788086,-44.12648391723633,-44.60546875,-44.43122863769531,-43.499820709228516,-43.37808609008789,-44.89348220825195,-45.87500762939453,-45.52006149291992,-45.571075439453125,-45.56189727783203,-47.257354736328125,-47.70052719116211,-46.87428283691406,-45.38969802856445,-46.183433532714844,-46.54855728149414,-46.066864013671875,-44.830589294433594,-45.7647590637207,-46.81232452392578,-46.09870529174805,-46.26996612548828,-45.823368072509766,-46.37331771850586,-45.362449645996094,-46.00992965698242,-46.30279541015625,-45.1656608581543,-44.78031921386719,-45.15034484863281,-45.798919677734375,-48.29402542114258,-49.2500114440918,-49.718894958496094,-51.06145477294922,-51.35729217529297,-51.8956298828125,-52.26717758178711,-52.00556945800781,-52.00424575805664,-51.345096588134766,-51.16495132446289,-51.102169036865234,-51.43162536621094,-52.23325729370117,-51.8315544128418,-51.42176818847656,-50.655391693115234,-50.33369064331055,-50.218666076660156,-50.62586975097656,-50.28715515136719,-50.29843521118164
happy,female,-55.203575134277344,-55.62022018432617,-53.745750427246094,-52.47956466674805,-50.77888488769531,-46.41432571411133,-41.73684310913086,-37.81038284301758,-33.54559326171875,-31.971302032470703,-30.75082778930664,-31.82000732421875,-34.838138580322266,-36.242557525634766,-36.557212829589844,-37.58283233642578,-39.4410285949707,-40.341224670410156,-39.70439147949219,-36.85872268676758,-33.887916564941406,-33.05094528198242,-32.60122299194336,-34.15422821044922,-35.974369049072266,-37.380889892578125,-38.25703430175781,-37.91425704956055,-37.53939437866211,-38.38798522949219,-39.6363639831543,-40.14891052246094,-40.59117889404297,-41.49269485473633,-40.88003921508789,-40.43581771850586,-40.71660232543945,-40.732086181640625,-40.794734954833984,-40.07028579711914,-40.12694549560547,-40.72249221801758,-42.16890335083008,-43.79117965698242,-45.60276794433594,-47.62852478027344,-45.77249526977539,-44.2998046875,-43.16238021850586,-44.209266662597656,-45.44960021972656,-45.01463317871094,-45.658843994140625,-45.54737091064453,-46.42472457885742,-44.27622604370117,-43.628273010253906,-43.61201477050781,-43.96393966674805,-44.190494537353516,-45.07326889038086,-44.40591049194336,-42.25031661987305,-40.593467712402344,-40.899017333984375,-41.70752716064453,-42.37852096557617,-43.108646392822266,-42.54924011230469,-40.947662353515625,-40.516048431396484,-41.02633285522461,-42.63481903076172,-42.61878967285156,-42.05149841308594,-41.58224868774414,-41.906822204589844,-43.263526916503906,-44.03308868408203,-43.25956344604492,-43.3199348449707,-43.80006408691406,-45.56416702270508,-45.73667907714844,-44.148258209228516,-43.03812026977539,-43.75902557373047,-44.10578536987305,-43.77545166015625,-43.06379699707031,-44.20302963256836,-44.89900207519531,-43.87600326538086,-44.08570861816406,-43.90022659301758,-43.81671142578125,-43.406551361083984,-44.55701446533203,-44.0068244934082,-43.1373405456543,-43.42079162597656,-43.525634765625,-44.36313247680664,-46.6759147644043,-47.228843688964844,-48.203285217285156,-49.43983459472656,-49.619232177734375,-50.205162048339844,-49.93381118774414,-50.17528533935547,-49.89777374267578,-49.440975189208984,-49.594947814941406,-49.6274299621582,-49.955177307128906,-50.50282669067383,-49.99873352050781,-49.50818634033203,-48.73027801513672,-48.514259338378906,-48.387413024902344,-48.81399154663086,-48.27400207519531,-48.48259353637695,-48.63650894165039,-48.30171203613281,-48.854496002197266
angry,female,-38.24100112915039,-37.71961975097656,-39.43521499633789,-40.624759674072266,-41.760475158691406,-41.49576187133789,-40.70814895629883,-39.57309341430664,-37.11091995239258,-35.76473617553711,-34.69806671142578,-32.693233489990234,-30.13142204284668,-27.156200408935547,-26.005643844604492,-25.94493293762207,-25.61661720275879,-26.326148986816406,-27.826967239379883,-28.16857147216797,-28.683799743652344,-29.15631103515625,-29.299217224121094,-29.48906707763672,-29.01599884033203,-28.043617248535156,-28.358625411987305,-29.652780532836914,-30.641870498657227,-32.08131408691406,-32.3153190612793,-32.00741195678711,-32.36886215209961,-31.447254180908203,-30.448062896728516,-30.53607177734375,-29.29375648498535,-28.422204971313477,-28.191343307495117,-27.727968215942383,-27.940673828125,-28.604978561401367,-29.826446533203125,-30.92688751220703,-31.098127365112305,-31.814279556274414,-31.34243392944336,-30.787532806396484,-30.38739013671875,-30.693790435791016,-30.135337829589844,-28.84259796142578,-29.6403865814209,-29.205507278442383,-29.895187377929688,-31.29608154296875,-32.24183654785156,-31.91216278076172,-32.21943664550781,-31.73138427734375,-30.754194259643555,-30.09630584716797,-29.375865936279297,-29.683500289916992,-30.307058334350586,-30.255409240722656,-30.1398868560791,-30.195987701416016,-30.952640533447266,-31.754697799682617,-32.98746871948242,-34.059783935546875,-34.414337158203125,-33.96467208862305,-32.55324172973633,-32.575103759765625,-32.54350662231445,-34.05508804321289,-34.715576171875,-34.39158248901367,-33.86927795410156,-32.45109176635742,-32.64203643798828,-33.55076217651367,-33.55361557006836,-33.12126541137695,-32.52505111694336,-32.10292053222656,-31.432065963745117,-30.823461532592773,-29.681798934936523,-29.688472747802734,-30.967670440673828,-30.9610595703125,-30.666574478149414,-30.6352596282959,-31.464975357055664,-31.820852279663086,-31.560556411743164,-31.612796783447266,-31.82921028137207,-32.16793441772461,-32.09412384033203,-32.119300842285156,-31.80023765563965,-31.557918548583984,-31.62865447998047,-30.52747917175293,-30.38898277282715,-31.188337326049805,-31.533069610595703,-32.15791702270508,-32.78753662109375,-33.80063247680664,-35.47804641723633,-36.96699142456055,-38.10465621948242,-38.33689498901367,-39.88542938232422,-40.20210647583008,-40.07468032836914,-39.9544563293457,-40.116119384765625,-40.068233489990234,-39.66483688354492,-39.80976867675781,-39.985748291015625,-40.35785675048828
angry,female,-29.60052324833414,-29.796249261225896,-30.224034520348592,-30.588016962796154,-30.779568193095894,-30.395837948988387,-30.44013363989411,-29.732604806159152,-27.85972016131345,-26.516976441527017,-25.59161951750218,-23.890373528138532,-22.00377184051952,-20.280408626772108,-19.47579014207919,-19.144548131052776,-19.15158257410247,-19.897511824965722,-21.363830841000308,-21.888073865451464,-22.013714121355854,-22.33667681341677,-22.530317693498464,-22.69040040511614,-22.28286985844066,-21.348717025769723,-21.14970286589287,-22.188467943835086,-23.130253304584166,-24.462687957686033,-24.701618977880088,-24.865637752274104,-25.157115524431134,-24.220365448388858,-22.76972911454137,-22.40436378258691,-21.516203393936475,-20.836240920668384,-20.7050284910271,-20.189756259816168,-20.481318302347802,-21.31185123531214,-22.369110293354765,-23.451046532245744,-23.562120250025107,-24.263364475489357,-23.58717246479502,-23.224407642292082,-22.121667074539253,-23.187739196475295,-22.58616971287218,-21.44053085439313,-22.24374741484045,-21.384666580288073,-22.056320387194862,-23.292780831625684,-24.173141844540712,-23.5777288928014,-24.218039625430624,-23.815919877419507,-23.13951719589315,-22.125700648288856,-21.758056511730253,-22.45039002739014,-22.559646436416894,-22.2416579211531,-22.05077614995384,-22.72802144128572,-23.69397343701998,-24.341179488467102,-24.621183805465392,-25.90177041229296,-26.050259963060732,-25.63438716736536,-24.711984913515234,-24.71600196096967,-24.562449585523265,-25.460383386474795,-25.68921518374028,-26.05314589222297,-25.908838322787048,-24.91530824747156,-24.268625660339794,-24.765849793759532,-24.95523824951216,-24.503792012098405,-24.07419678612573,-23.75101277985712,-23.076412450399587,-22.4709889531823,-21.658292759940714,-21.873656592309707,-22.911975918951466,-22.815725989285692,-22.546555960845865,-22.29854821349627,-22.904941262403803,-22.879331535779503,-22.68508371398402,-22.9335254866572,-23.425877354511726,-23.460777954581435,-23.42323890022617,-23.781868106004598,-23.264328267616133,-23.156441464061043,-23.05273705219657,-22.06657132710307,-22.338250384746587,-22.790888062485415,-23.150739225710222,-23.237608939036335,-23.61763989390258,-24.406428182933308,-25.399291829714414,-26.41524084336535,-27.26359943396948,-27.270314933116705,-28.111666419444248,-28.14955842273715,-28.170932422373255,-27.95766558807532,-28.018854309235202,-28.018023896540516,-28.06908905188355,-28.23912020020286,-27.920828098415033,-28.345271560079933
angry,female,-38.33781433105469,-37.88908004760742,-39.585697174072266,-40.84369659423828,-42.04424285888672,-41.703983306884766,-40.986183166503906,-39.881771087646484,-37.31663131713867,-35.97477340698242,-34.97047424316406,-32.93247985839844,-30.31644058227539,-27.339447021484375,-26.157339096069336,-26.05649757385254,-25.77822494506836,-26.393165588378906,-27.98934555053711,-28.411108016967773,-28.78141212463379,-29.359310150146484,-29.367881774902344,-29.592321395874023,-29.135618209838867,-28.148632049560547,-28.529184341430664,-29.806501388549805,-30.893524169921875,-32.19965744018555,-32.57198715209961,-32.12102508544922,-32.529571533203125,-31.641559600830078,-30.581390380859375,-30.837987899780273,-29.610876083374023,-28.638690948486328,-28.25408172607422,-27.87811851501465,-28.15582275390625,-28.8232364654541,-30.025402069091797,-31.047710418701172,-31.38408088684082,-32.0336799621582,-31.489612579345703,-31.079769134521484,-30.640214920043945,-30.892101287841797,-30.31989288330078,-28.98042869567871,-29.815330505371094,-29.412456512451172,-30.08932876586914,-31.46755027770996,-32.428680419921875,-32.09117126464844,-32.3572998046875,-31.917930603027344,-30.942975997924805,-30.298473358154297,-29.571903228759766,-29.91679573059082,-30.533227920532227,-30.52555274963379,-30.414173126220703,-30.439151763916016,-31.14263916015625,-31.97062110900879,-33.21732711791992,-34.313262939453125,-34.662872314453125,-34.169551849365234,-32.79302215576172,-32.798370361328125,-32.78487014770508,-34.26274108886719,-34.93123245239258,-34.59884262084961,-34.04605484008789,-32.655155181884766,-32.860618591308594,-33.74589157104492,-33.7674560546875,-33.337745666503906,-32.756744384765625,-32.32787322998047,-31.6351318359375,-31.024147033691406,-29.88809585571289,-29.87942123413086,-31.171615600585938,-31.18512535095215,-30.899391174316406,-30.866037368774414,-31.707181930541992,-32.06269454956055,-31.798477172851562,-31.837648391723633,-32.05664825439453,-32.39092254638672,-32.34268569946289,-32.35694885253906,-32.0271110534668,-31.806882858276367,-31.878253936767578,-30.759763717651367,-30.630685806274414,-31.410242080688477,-31.747150421142578,-32.415592193603516,-33.03168869018555,-34.05312728881836,-35.75737380981445,-37.25832748413086,-38.42680358886719,-38.63013458251953,-40.184757232666016,-40.52197265625,-40.37773132324219,-40.240806579589844,-40.44178009033203,-40.380367279052734,-39.98471450805664,-40.131187438964844,-40.31330108642578,-40.685062408447266
