emotion,gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
fear,male,-56.351600646972656,-52.595767974853516,-45.11799240112305,-42.69172668457031,-46.12828826904297,-54.605438232421875,-53.74467849731445,-53.06595993041992,-55.102134704589844,-57.394283294677734,-56.530296325683594,-57.01680374145508,-59.93960189819336,-59.42188262939453,-58.557899475097656,-58.73255920410156,-58.89299774169922,-58.31207275390625,-58.429603576660156,-59.92727279663086,-61.273704528808594,-61.881141662597656,-61.379730224609375,-63.52608108520508,-65.6363754272461,-65.3305435180664,-65.58291625976562,-66.69718933105469,-66.19770050048828,-65.1320571899414,-64.94828796386719,-66.02758026123047,-66.28022003173828,-65.6332015991211,-67.14740753173828,-69.43374633789062,-69.78915405273438,-69.60554504394531,-68.98261260986328,-68.23455810546875,-68.2035140991211,-68.54016876220703,-70.43820190429688,-72.49144744873047,-72.1699447631836,-71.20496368408203,-69.9652328491211,-70.08712768554688,-67.25093078613281,-68.21234130859375,-70.27139282226562,-71.80046844482422,-72.52665710449219,-70.28284454345703,-67.76959228515625,-65.61600494384766,-67.87483215332031,-69.98812103271484,-70.30714416503906,-68.83582305908203,-66.98627471923828,-67.76407623291016,-69.20655822753906,-71.32239532470703,-70.4024887084961,-70.3257064819336,-69.6092300415039,-68.61166381835938,-69.68035888671875,-70.2035903930664,-69.40866088867188,-69.34690856933594,-69.38155364990234,-68.41325378417969,-68.42298889160156,-70.27781677246094,-70.31497192382812,-71.27920532226562,-71.05162811279297,-72.84142303466797,-71.26519775390625,-71.89795684814453,-72.23892974853516,-72.77218627929688,-73.69419860839844,-74.69808197021484,-73.29090118408203,-73.22138977050781,-73.05183410644531,-74.00920104980469,-75.47361755371094,-75.71722412109375,-74.73324584960938,-74.0371322631836,-73.48489379882812,-73.4116439819336,-72.30672454833984,-71.56660461425781,-71.88826751708984,-71.8206787109375,-70.47382354736328,-70.57658386230469,-70.86981964111328,-72.88426971435547,-73.90943145751953,-73.84945678710938,-74.31061553955078,-75.02385711669922,-75.78121948242188,-76.2711181640625,-76.28559875488281,-76.0631103515625,-76.21797180175781,-76.44334411621094,-76.25070190429688,-77.39241027832031,-76.79185485839844,-76.62841033935547,-76.10771942138672,-75.5699691772461,-75.89936065673828,-76.00166320800781,-75.41387939453125,-75.92430877685547,-75.42472076416016,-76.2266845703125,-77.20069885253906,-76.7601089477539
fear,male,-52.312313079833984,-49.336387634277344,-43.012550354003906,-41.60078430175781,-46.61857986450195,-53.38970947265625,-52.087886810302734,-51.841182708740234,-54.10664749145508,-55.6360969543457,-55.5651741027832,-55.996238708496094,-57.662479400634766,-56.41262435913086,-55.846981048583984,-56.412322998046875,-57.26237869262695,-56.917938232421875,-57.36953353881836,-58.407413482666016,-59.519309997558594,-59.196632385253906,-59.74724197387695,-63.044654846191406,-63.86565399169922,-62.9483528137207,-63.10491180419922,-64.13922882080078,-64.11141967773438,-63.27267837524414,-63.62303161621094,-64.7805404663086,-65.4135513305664,-66.64895629882812,-67.5629653930664,-68.3926773071289,-67.53209686279297,-67.78213500976562,-68.1715087890625,-68.05934143066406,-68.07997131347656,-68.66746520996094,-69.7848129272461,-70.58183288574219,-69.46870422363281,-69.7243881225586,-68.9618148803711,-67.35025024414062,-67.08815002441406,-69.7701187133789,-70.54427337646484,-68.77837371826172,-68.87020874023438,-65.97709655761719,-65.97152709960938,-66.0643539428711,-67.70417785644531,-67.6798095703125,-66.55181121826172,-65.16325378417969,-66.16655731201172,-68.71516418457031,-68.9353256225586,-67.90921020507812,-68.16156768798828,-68.07818603515625,-68.07283020019531,-67.85659790039062,-68.30281066894531,-67.71629333496094,-68.1236572265625,-67.359375,-66.98764038085938,-67.76762390136719,-68.47293090820312,-69.20310974121094,-69.84603881835938,-69.92608642578125,-70.43665313720703,-69.4446792602539,-70.55341339111328,-71.36009979248047,-71.7907943725586,-72.41829681396484,-72.76721954345703,-71.5984878540039,-72.0895004272461,-72.24259948730469,-72.71198272705078,-73.33480834960938,-73.82376098632812,-73.03947448730469,-71.74431610107422,-71.72118377685547,-71.90823364257812,-70.65895080566406,-70.43756866455078,-70.45672607421875,-70.16082763671875,-69.60435485839844,-69.35932159423828,-69.44515228271484,-71.25011444091797,-71.92266845703125,-72.36225128173828,-73.23728942871094,-73.56969451904297,-74.27200317382812,-74.76005554199219,-74.49560546875,-74.7338638305664,-75.36776733398438,-74.71797943115234,-74.92598724365234,-75.48179626464844,-74.87940216064453,-74.70622253417969,-74.89501190185547,-74.40846252441406,-74.4962158203125,-74.60826873779297,-74.1240463256836,-74.61039733886719,-74.28660583496094,-74.93778991699219,-75.59017944335938,-75.35025787353516,-75.814453125
fear,male,-33.36213302612305,-40.48265838623047,-43.50522232055664,-43.766441345214844,-40.765281677246094,-35.221221923828125,-31.72250747680664,-28.10787010192871,-25.810691833496094,-25.94062614440918,-29.3374080657959,-34.48165512084961,-37.26844024658203,-36.85549545288086,-35.44580841064453,-34.06941604614258,-31.38300323486328,-28.713943481445312,-28.25902557373047,-29.56137466430664,-32.44642639160156,-35.389793395996094,-36.641807556152344,-37.11445617675781,-36.35831832885742,-34.81128692626953,-32.695945739746094,-31.63797950744629,-32.19875717163086,-34.80704116821289,-37.815643310546875,-39.85749053955078,-40.98947525024414,-40.80536651611328,-38.03129959106445,-35.99761199951172,-34.824703216552734,-35.32229232788086,-37.462562561035156,-39.65327453613281,-40.56916427612305,-40.652076721191406,-40.62034225463867,-39.48062515258789,-36.68650817871094,-35.58721923828125,-35.81235885620117,-36.39332580566406,-36.845333099365234,-39.24212646484375,-39.87592315673828,-38.22897720336914,-37.36193084716797,-35.11281967163086,-36.691612243652344,-37.29374694824219,-38.85063171386719,-39.017208099365234,-38.2191276550293,-37.331783294677734,-37.15702438354492,-38.134334564208984,-39.217491149902344,-40.09989547729492,-40.12052536010742,-39.96164321899414,-40.41207504272461,-42.03470230102539,-42.579986572265625,-41.87034606933594,-40.82805252075195,-41.58523178100586,-42.02769470214844,-40.085182189941406,-39.236671447753906,-39.24463653564453,-39.718692779541016,-39.22349548339844,-38.361446380615234,-38.99650955200195,-39.283729553222656,-38.816917419433594,-39.24503707885742,-40.66283416748047,-40.452327728271484,-40.19170379638672,-40.80786895751953,-40.48867416381836,-40.2258415222168,-40.34220886230469,-39.629295349121094,-39.73550796508789,-40.835487365722656,-40.74470138549805,-41.3326301574707,-41.79111862182617,-42.218379974365234,-43.2285041809082,-44.181983947753906,-44.233001708984375,-44.03862762451172,-43.81517791748047,-44.224365234375,-43.50968551635742,-43.025978088378906,-43.648983001708984,-45.16096878051758,-46.31495666503906,-46.59437942504883,-46.52694320678711,-45.8199577331543,-44.53316116333008,-43.770301818847656,-43.97859573364258,-44.30152893066406,-44.815120697021484,-45.58041763305664,-45.7247314453125,-46.141231536865234,-46.145755767822266,-46.42881393432617,-46.722808837890625,-46.562591552734375,-46.649383544921875,-46.75479507446289,-46.263572692871094,-46.6728630065918,-47.413604736328125
fear,male,-26.416680635640375,-29.960039421341904,-31.268240247124645,-30.977972795294466,-28.69284075617483,-24.531970550005884,-21.39833925250659,-17.4438226897044,-15.154344488984972,-15.588078430687897,-18.71494432214547,-23.475761988733776,-25.74019434196543,-26.017996810829104,-25.159576908044937,-23.72234634193045,-20.943979024859484,-18.16462313196919,-17.56467213871649,-19.422734941596687,-22.56070878890751,-24.589838023293392,-25.728244878097573,-26.79062290764643,-25.503581204013198,-23.600549721229953,-21.557141802791435,-20.170985729767963,-20.25190644623196,-22.308623426104273,-24.936673393787167,-27.043029407274425,-28.1605983336874,-28.39577569836041,-26.09542390603407,-24.35568411062528,-22.89374618063804,-23.137640850891703,-24.833728336503547,-26.36853255204693,-27.308865209065623,-27.727124164147476,-27.154285886254094,-26.590251400018566,-23.6702227639304,-23.278677170357884,-23.742381376051906,-24.06533213200026,-24.509069140264902,-26.691033118889035,-27.796257776886485,-26.47481293004665,-26.2630160888878,-23.903329842972234,-25.01685338844337,-25.55557155245204,-26.62645850196147,-26.372866887954235,-25.680993233234933,-25.198829180898418,-24.96101829487441,-26.67593615057922,-27.57199283387448,-27.46128551167047,-27.071124949893996,-26.5477267725644,-27.122084805338844,-27.838301485634382,-27.530547396758994,-27.22058643014102,-26.41671677841545,-27.465768928436333,-28.451358948292945,-26.58332864718677,-25.76924610948182,-25.87322783282936,-25.883350369701404,-25.447699965407434,-24.575942703622392,-25.146001843895498,-25.486434490029765,-25.1889789634524,-25.659487654010633,-26.640107635894246,-26.6922072964118,-26.34420220605143,-27.286474581927983,-27.20747501961499,-26.9353908318323,-26.5121904312051,-25.870770245404824,-26.06338947399146,-26.722386918807924,-26.41337265028196,-26.920076863566482,-27.104520900357524,-27.317534656668037,-27.728473988170606,-28.548408517464406,-28.19165247031256,-28.15200791758118,-28.160694604188198,-28.108345671862114,-27.901121586692504,-27.114579465976494,-27.440127654108835,-28.49789902021549,-28.92321472077917,-28.688605747082335,-28.41700360000927,-28.429159627406708,-27.921767452535697,-27.748468327199642,-28.243065299799355,-28.568188679411833,-29.22578557848804,-29.02560073548783,-29.243301605533905,-29.29167703327273,-29.427168693709888,-29.591779922291444,-29.26842460095465,-29.12333913935126,-29.149400801307237,-29.4130399812013,-29.034634270251484,-29.266197725484417,-29.57814127002762
fear,male,-33.256568908691406,-40.465370178222656,-43.5289192199707,-43.78937530517578,-40.71332550048828,-35.313331604003906,-31.61701774597168,-28.08245849609375,-25.803470611572266,-25.957128524780273,-29.36067008972168,-34.415836334228516,-37.43482971191406,-36.8369026184082,-35.365535736083984,-34.09980773925781,-31.379154205322266,-28.69778060913086,-28.260147094726562,-29.554914474487305,-32.39223098754883,-35.34202194213867,-36.66303253173828,-37.182090759277344,-36.360843658447266,-34.733455657958984,-32.7041130065918,-31.6212158203125,-32.1922492980957,-34.74686813354492,-37.76201248168945,-39.819515228271484,-40.91860580444336,-40.70149230957031,-37.97197723388672,-36.070655822753906,-34.85542297363281,-35.306373596191406,-37.47843933105469,-39.647499084472656,-40.640811920166016,-40.63669204711914,-40.62467956542969,-39.4301643371582,-36.64772415161133,-35.5604133605957,-35.76243209838867,-36.34681701660156,-36.760589599609375,-39.28206253051758,-39.810672760009766,-38.207706451416016,-37.338478088378906,-35.10844802856445,-36.68632888793945,-37.221900939941406,-38.823482513427734,-38.98393630981445,-38.163299560546875,-37.32541275024414,-37.13447952270508,-38.132205963134766,-39.17402648925781,-40.07048034667969,-40.08121109008789,-39.918487548828125,-40.379642486572266,-41.99073791503906,-42.55543518066406,-41.81071472167969,-40.788475036621094,-41.5338134765625,-42.02363204956055,-40.07528305053711,-39.18602752685547,-39.202735900878906,-39.670265197753906,-39.1887321472168,-38.3198127746582,-38.94759750366211,-39.277687072753906,-38.7769660949707,-39.19517135620117,-40.61579895019531,-40.40447235107422,-40.13644027709961,-40.79035186767578,-40.46249771118164,-40.18831253051758,-40.31471633911133,-39.578121185302734,-39.688270568847656,-40.74835968017578,-40.63655090332031,-41.241920471191406,-41.74607849121094,-42.16071319580078,-43.13966751098633,-44.08853530883789,-44.1080322265625,-43.93600082397461,-43.68155288696289,-44.08745574951172,-43.386844635009766,-42.90836715698242,-43.60898208618164,-45.13755798339844,-46.300201416015625,-46.550453186035156,-46.45734405517578,-45.73030090332031,-44.41184997558594,-43.64729309082031,-43.87348937988281,-44.19944381713867,-44.72632598876953,-45.53236770629883,-45.68292236328125,-46.077110290527344,-46.04898452758789,-46.36587905883789,-46.704105377197266,-46.52307891845703,-46.58180618286133,-46.72401428222656,-46.25562286376953,-46.6390495300293,-47.3949089050293
fear,male,-36.69891357421875,-44.21675109863281,-47.33847427368164,-46.73276901245117,-43.772422790527344,-38.46614074707031,-35.35310363769531,-32.15205383300781,-29.705554962158203,-29.841461181640625,-33.008426666259766,-37.812225341796875,-40.320343017578125,-39.62501907348633,-38.62710952758789,-37.7531852722168,-34.65426254272461,-31.908981323242188,-31.3145694732666,-32.725181579589844,-35.89027404785156,-38.523704528808594,-39.112430572509766,-39.5236701965332,-39.102596282958984,-37.006683349609375,-35.243621826171875,-34.177242279052734,-34.97461700439453,-37.50899124145508,-40.62543487548828,-42.69001770019531,-43.946285247802734,-44.11735534667969,-41.351070404052734,-38.998512268066406,-37.66334915161133,-38.34333419799805,-40.75994873046875,-42.810543060302734,-43.48314666748047,-43.40095901489258,-43.49030303955078,-42.36526107788086,-39.44622802734375,-38.50273513793945,-38.90690994262695,-39.358097076416016,-40.130802154541016,-42.407203674316406,-42.65019226074219,-41.31299591064453,-40.42082595825195,-38.2805290222168,-39.91632080078125,-40.49165344238281,-41.82391357421875,-41.79264450073242,-40.90719223022461,-40.02959060668945,-40.16239547729492,-41.38447189331055,-42.49753952026367,-43.371177673339844,-42.94020080566406,-42.53932571411133,-43.50261688232422,-45.37153244018555,-45.687217712402344,-44.97454071044922,-44.432456970214844,-44.87894058227539,-45.150840759277344,-43.03622817993164,-42.43352508544922,-42.414268493652344,-42.76362991333008,-41.84938430786133,-40.92743682861328,-42.0365104675293,-41.89221954345703,-41.4566650390625,-41.98388671875,-43.60468673706055,-43.11772537231445,-42.70277786254883,-43.7962760925293,-43.65200424194336,-43.14777374267578,-43.095909118652344,-42.48390579223633,-42.571102142333984,-43.95387268066406,-43.80709457397461,-44.16606521606445,-44.45631790161133,-45.06731033325195,-46.251991271972656,-46.91078567504883,-46.781044006347656,-46.727317810058594,-46.62672805786133,-47.00780487060547,-46.11064529418945,-45.503623962402344,-46.133609771728516,-47.82478332519531,-49.1032600402832,-49.23099899291992,-49.10801315307617,-48.205177307128906,-46.98563766479492,-46.33988952636719,-46.50002670288086,-46.867469787597656,-47.49971008300781,-48.17451095581055,-48.674747467041016,-49.031822204589844,-48.80207824707031,-49.19914245605469,-49.632625579833984,-49.34979248046875,-49.327571868896484,-49.3942756652832,-49.04951095581055,-49.38041305541992,-50.14482116699219
fear,male,-38.369781494140625,-43.56791687011719,-45.96363830566406,-44.64027786254883,-40.405479431152344,-36.07631301879883,-32.14647674560547,-29.407955169677734,-28.49256134033203,-30.73570442199707,-35.79959487915039,-39.14878845214844,-38.927207946777344,-37.320621490478516,-35.76908874511719,-32.87407684326172,-31.09949493408203,-31.7409610748291,-33.286563873291016,-36.01752853393555,-38.3028678894043,-39.17061996459961,-38.7315673828125,-37.016815185546875,-35.43316650390625,-34.42757797241211,-34.906219482421875,-38.52256393432617,-41.19596862792969,-42.380958557128906,-43.307106018066406,-42.29911422729492,-39.991512298583984,-38.414398193359375,-38.41465759277344,-40.881343841552734,-42.614444732666016,-43.144615173339844,-42.56015396118164,-42.12396240234375,-40.40054702758789,-38.5723991394043,-37.80434799194336,-38.155982971191406,-38.70404815673828,-39.98525619506836,-41.05795669555664,-41.4053840637207,-40.061275482177734,-38.358638763427734,-37.56995391845703,-38.23597717285156,-40.2291374206543,-40.34584045410156,-41.65230178833008,-40.35951232910156,-40.264400482177734,-39.84629821777344,-40.91012954711914,-41.63984298706055,-42.43527603149414,-42.14474105834961,-42.24949645996094,-42.749488830566406,-44.29887771606445,-44.74113082885742,-44.285160064697266,-43.27314376831055,-44.700687408447266,-44.5141487121582,-42.67045974731445,-41.73989486694336,-42.051170349121094,-42.9488639831543,-40.90141296386719,-40.55635070800781,-41.159149169921875,-41.837440490722656,-41.146060943603516,-41.328285217285156,-43.327816009521484,-42.7300910949707,-42.58723831176758,-43.64493179321289,-43.538970947265625,-42.674137115478516,-42.30813217163086,-41.58784103393555,-42.1359977722168,-43.1361083984375,-43.13869094848633,-43.5518798828125,-44.12677764892578,-45.104000091552734,-46.12086868286133,-46.341026306152344,-46.534183502197266,-46.31248474121094,-45.78687286376953,-46.1736946105957,-46.06767654418945,-45.42537307739258,-46.07909393310547,-47.32227325439453,-48.67051696777344,-48.86827850341797,-49.2236213684082,-47.812828063964844,-46.357513427734375,-45.79210662841797,-46.35611343383789,-46.09918975830078,-46.874691009521484,-47.81178665161133,-47.82417678833008,-47.892791748046875,-48.27500534057617,-49.0475959777832,-49.11690902709961,-48.59806823730469,-48.492431640625,-48.62702941894531,-48.27666473388672,-48.985633850097656,-49.79926300048828,-50.28669738769531,-49.45124816894531,-48.95161437988281
fear,male,-35.09150314331055,-42.21202850341797,-45.23459243774414,-45.495811462402344,-42.494651794433594,-36.950592041015625,-33.45187759399414,-29.837238311767578,-27.54006004333496,-27.669994354248047,-31.066776275634766,-36.211021423339844,-38.99781036376953,-38.58486557006836,-37.17517852783203,-35.79877853393555,-33.11237335205078,-30.443313598632812,-29.988393783569336,-31.290742874145508,-34.1757926940918,-37.11916732788086,-38.37117004394531,-38.84382629394531,-38.08768844604492,-36.5406608581543,-34.42531204223633,-33.36735153198242,-33.928123474121094,-36.53641128540039,-39.545013427734375,-41.58686065673828,-42.71884536743164,-42.53473663330078,-39.76066970825195,-37.72698211669922,-36.55406951904297,-37.05166244506836,-39.191932678222656,-41.38264083862305,-42.29853057861328,-42.381439208984375,-42.34971237182617,-41.209991455078125,-38.41587448120117,-37.31658935546875,-37.54172897338867,-38.1226921081543,-38.574703216552734,-40.971492767333984,-41.60529327392578,-39.958343505859375,-39.09130096435547,-36.842185974121094,-38.42097854614258,-39.02311706542969,-40.57999801635742,-40.746578216552734,-39.94849395751953,-39.06114959716797,-38.886390686035156,-39.86370086669922,-40.94686508178711,-41.82926559448242,-41.84989547729492,-41.69101333618164,-42.14144515991211,-43.76407241821289,-44.309356689453125,-43.5997200012207,-42.55741882324219,-43.31459426879883,-43.75706481933594,-41.814552307128906,-40.966041564941406,-40.97400665283203,-41.44805908203125,-40.95286560058594,-40.090816497802734,-40.72587966918945,-41.01310348510742,-40.54627990722656,-40.97440719604492,-42.3922004699707,-42.181697845458984,-41.92107391357422,-42.53723907470703,-42.218040466308594,-41.9552116394043,-42.07157897949219,-41.358665466308594,-41.46487808227539,-42.56486129760742,-42.47407150268555,-43.06199645996094,-43.52048873901367,-43.947750091552734,-44.9578742980957,-45.911354064941406,-45.962371826171875,-45.76799774169922,-45.5445442199707,-45.953731536865234,-45.239051818847656,-44.755348205566406,-45.37834548950195,-46.89033889770508,-48.04432678222656,-48.32374954223633,-48.25631332397461,-47.5493278503418,-46.26253128051758,-45.499671936035156,-45.70796203613281,-46.03089904785156,-46.54448699951172,-47.309783935546875,-47.4541015625,-47.87059783935547,-47.875125885009766,-48.15818405151367,-48.452178955078125,-48.291961669921875,-48.378753662109375,-48.48416519165039,-47.99293899536133,-48.4022331237793,-49.142974853515625
happy,female,-35.56248092651367,-49.32130813598633,-55.948631286621094,-56.562171936035156,-56.50254440307617,-53.84639358520508,-51.61239242553711,-51.25891876220703,-50.194732666015625,-49.24757766723633,-49.690345764160156,-48.97867202758789,-47.68655014038086,-44.62092590332031,-41.72297286987305,-39.03811264038086,-36.91538619995117,-35.70957946777344,-34.20299530029297,-32.3154411315918,-30.58123779296875,-28.168941497802734,-24.79140853881836,-24.1287784576416,-25.788362503051758,-27.47067642211914,-29.755144119262695,-32.45914077758789,-35.19321823120117,-36.754859924316406,-38.91371536254883,-40.804927825927734,-41.10839080810547,-42.06517791748047,-40.82425308227539,-39.3239860534668,-39.31364440917969,-39.3701286315918,-38.90152359008789,-37.986019134521484,-36.525089263916016,-34.29693603515625,-32.18986129760742,-30.865419387817383,-29.313125610351562,-29.860008239746094,-32.01433563232422,-34.56787109375,-35.39420700073242,-36.005550384521484,-35.342384338378906,-35.824241638183594,-39.0577278137207,-39.18306350708008,-39.51693344116211,-39.32075881958008,-39.06411361694336,-37.39384841918945,-35.36479568481445,-32.9850959777832,-31.29416847229004,-29.15005111694336,-27.952695846557617,-28.374526977539062,-30.611783981323242,-32.082542419433594,-30.643245697021484,-28.863075256347656,-28.46935272216797,-30.031587600708008,-31.240251541137695,-28.991769790649414,-28.4923152923584,-28.741430282592773,-30.268112182617188,-32.8469123840332,-35.472843170166016,-36.821563720703125,-37.201698303222656,-34.142757415771484,-32.23821258544922,-33.05791473388672,-30.42471694946289,-28.24312400817871,-30.541728973388672,-33.884281158447266,-35.275482177734375,-34.782649993896484,-32.67399978637695,-32.803375244140625,-33.273887634277344,-34.06309509277344,-36.736202239990234,-37.70491409301758,-34.992156982421875,-33.16468811035156,-30.826108932495117,-32.26493835449219,-36.11329650878906,-37.152687072753906,-37.89032745361328,-37.39850616455078,-37.2960090637207,-38.067378997802734,-40.554100036621094,-41.630516052246094,-43.28053283691406,-43.50380325317383,-44.84014892578125,-45.50996398925781,-46.41411209106445,-46.52437210083008,-45.7073860168457,-45.62493133544922,-45.69758224487305,-44.80316162109375,-44.36475372314453,-45.03936767578125,-45.37926483154297,-44.25751495361328,-43.56285095214844,-44.30534362792969,-43.05887222290039,-42.33338165283203,-43.08057403564453,-40.95795440673828,-39.70399856567383,-40.97954559326172
happy,female,-28.266162238972402,-32.15488893529718,-32.212206694421006,-31.664780190681412,-31.63402138183362,-31.90550000354256,-31.704782288775416,-32.13938276666408,-32.38338179381568,-31.97483953092226,-31.646407292002312,-31.567876690021905,-30.780308449413365,-29.775668880957223,-28.757582602988254,-28.392427146451624,-28.036224391091416,-27.49355638280878,-26.32234252824996,-23.869931101664175,-21.46394481660396,-19.284364683562387,-17.698367878150922,-17.820499008188907,-19.386579319004525,-20.311032586893273,-21.56145658424173,-23.460651212691978,-25.924721070144358,-26.86182858837898,-27.803572087382083,-28.61681513642451,-28.76157234783317,-29.564668808875105,-28.535478696211953,-28.023245770058935,-28.376017447990943,-28.2934551837287,-27.814281929538804,-27.10238254060531,-25.9314356409541,-24.34944388238271,-22.54216847957252,-21.786196779501378,-20.65207860559914,-20.873535205814214,-21.761446376091023,-23.91359339539049,-23.8940528957422,-24.270061861739176,-24.327953100087576,-24.27476562883472,-26.808594588364564,-26.566864004367513,-27.566843359769464,-27.225812996930415,-27.81010101432124,-26.384544287013185,-24.298309286934252,-22.483028036315122,-21.46922143527128,-20.451334249100167,-19.960187401723168,-20.81272447093854,-23.443986470442105,-24.220821333873555,-22.83061603627251,-21.641706825036497,-21.65296367207172,-22.95435001018036,-23.858837729287206,-21.624887939836807,-21.1413712520207,-20.946653650684887,-21.64403721538053,-23.87743135126574,-25.517345182047354,-26.547142698914087,-27.0875319735904,-24.414329572216506,-23.44131515519037,-24.21145664879194,-22.3580329307628,-20.567981172810725,-22.30715363040218,-25.557548893090427,-26.262299478561538,-25.84363117957856,-24.10023252299048,-24.436128495057076,-24.541827055766003,-25.11907309770701,-26.753356978137024,-27.331151007038574,-25.80579348867037,-24.50912517131293,-22.65694768127651,-23.31958679629103,-25.871790907262046,-26.99684179749776,-27.038687534090993,-26.33535922650951,-25.45704646110017,-26.09867000348821,-27.954935445250136,-28.75213087739612,-29.638598941390697,-29.624884464639162,-29.922097616782317,-29.83692698039066,-30.14646298577433,-30.354686476324154,-30.048864359876312,-29.816151739336917,-29.959353622515486,-30.016814564645067,-30.301366835686533,-30.031595891345386,-30.17634976686808,-30.03291799049678,-29.771761430788114,-30.132238920419162,-29.871800728322096,-29.635671157103356,-29.788421061081774,-29.24386053882275,-28.504216339821234,-28.917265564699484
happy,female,-35.56148910522461,-49.18436050415039,-55.55961227416992,-56.18313980102539,-56.21086120605469,-53.604820251464844,-51.341064453125,-51.06926345825195,-49.94153594970703,-49.282142639160156,-49.574066162109375,-48.948787689208984,-47.53615951538086,-44.552677154541016,-41.55812072753906,-38.943458557128906,-36.82937240600586,-35.648075103759766,-34.2557258605957,-32.13774871826172,-30.543203353881836,-28.005779266357422,-24.588401794433594,-23.98091697692871,-25.68970489501953,-27.4239444732666,-29.5904541015625,-32.316898345947266,-35.088470458984375,-36.58341598510742,-38.87538146972656,-40.621925354003906,-40.955108642578125,-41.98564147949219,-40.637962341308594,-39.20361328125,-39.22116470336914,-39.21048355102539,-38.92598342895508,-37.89583206176758,-36.42723846435547,-34.15938186645508,-32.18235778808594,-30.734169006347656,-29.241329193115234,-29.77710723876953,-31.851736068725586,-34.429107666015625,-35.31785583496094,-35.779930114746094,-35.254093170166016,-35.74275588989258,-38.89915466308594,-39.07793426513672,-39.41331481933594,-39.26003646850586,-38.97519302368164,-37.28876876831055,-35.22829055786133,-32.819881439208984,-31.242431640625,-29.09791374206543,-27.846120834350586,-28.234907150268555,-30.450939178466797,-32.013916015625,-30.565814971923828,-28.727699279785156,-28.300161361694336,-29.87399673461914,-31.075307846069336,-28.82659339904785,-28.422937393188477,-28.611547470092773,-30.16064453125,-32.71516799926758,-35.30704879760742,-36.63644790649414,-37.06216049194336,-33.98172378540039,-32.08929443359375,-32.898345947265625,-30.26125144958496,-28.062267303466797,-30.362089157104492,-33.73984146118164,-35.06284713745117,-34.58573532104492,-32.47624206542969,-32.599578857421875,-33.109718322753906,-33.901893615722656,-36.5412483215332,-37.563602447509766,-34.865047454833984,-32.978599548339844,-30.632326126098633,-32.07349395751953,-35.93321228027344,-37.02988815307617,-37.81855392456055,-37.31745910644531,-37.16886520385742,-37.91660690307617,-40.48091506958008,-41.539031982421875,-43.13685607910156,-43.360382080078125,-44.701385498046875,-45.373146057128906,-46.23243713378906,-46.36510467529297,-45.542137145996094,-45.47454833984375,-45.555782318115234,-44.68700408935547,-44.22120666503906,-44.903076171875,-45.28648376464844,-44.125999450683594,-43.40650939941406,-44.16871643066406,-42.89885711669922,-42.13549041748047,-42.91455841064453,-40.788692474365234,-39.5509033203125,-40.816829681396484
