emotion,gender,actor,path
calm,female,2,../data/raw\Actor_02\03-01-02-02-02-02-02.wav
happy,female,2,../data/raw\Actor_02\03-01-03-01-01-01-02.wav
happy,female,2,../data/raw\Actor_02\03-01-03-01-01-02-02.wav
happy,female,2,../data/raw\Actor_02\03-01-03-01-02-01-02.wav
happy,female,2,../data/raw\Actor_02\03-01-03-01-02-02-02.wav
happy,female,2,../data/raw\Actor_02\03-01-03-02-01-01-02.wav
happy,female,2,../data/raw\Actor_02\03-01-03-02-01-02-02.wav
happy,female,2,../data/raw\Actor_02\03-01-03-02-02-01-02.wav
happy,female,2,../data/raw\Actor_02\03-01-03-02-02-02-02.wav
sad,female,2,../data/raw\Actor_02\03-01-04-01-01-01-02.wav
sad,female,2,../data/raw\Actor_02\03-01-04-01-01-02-02.wav
sad,female,2,../data/raw\Actor_02\03-01-04-01-02-01-02.wav
sad,female,2,../data/raw\Actor_02\03-01-04-01-02-02-02.wav
sad,female,2,../data/raw\Actor_02\03-01-04-02-01-01-02.wav
sad,female,2,../data/raw\Actor_02\03-01-04-02-01-02-02.wav
sad,female,2,../data/raw\Actor_02\03-01-04-02-02-01-02.wav
sad,female,2,../data/raw\Actor_02\03-01-04-02-02-02-02.wav
angry,female,2,../data/raw\Actor_02\03-01-05-01-01-01-02.wav
angry,female,2,../data/raw\Actor_02\03-01-05-01-01-02-02.wav
angry,female,2,../data/raw\Actor_02\03-01-05-01-02-01-02.wav
angry,female,2,../data/raw\Actor_02\03-01-05-01-02-02-02.wav
angry,female,2,../data/raw\Actor_02\03-01-05-02-01-01-02.wav
angry,female,2,../data/raw\Actor_02\03-01-05-02-01-02-02.wav
angry,female,2,../data/raw\Actor_02\03-01-05-02-02-01-02.wav
angry,female,2,../data/raw\Actor_02\03-01-05-02-02-02-02.wav
fear,female,2,../data/raw\Actor_02\03-01-06-01-01-01-02.wav
fear,female,2,../data/raw\Actor_02\03-01-06-01-01-02-02.wav
fear,female,2,../data/raw\Actor_02\03-01-06-01-02-01-02.wav
fear,female,2,../data/raw\Actor_02\03-01-06-01-02-02-02.wav
fear,female,2,../data/raw\Actor_02\03-01-06-02-01-01-02.wav
fear,female,2,../data/raw\Actor_02\03-01-06-02-01-02-02.wav
fear,female,2,../data/raw\Actor_02\03-01-06-02-02-01-02.wav
fear,female,2,../data/raw\Actor_02\03-01-06-02-02-02-02.wav
disgust,female,2,../data/raw\Actor_02\03-01-07-01-01-01-02.wav
disgust,female,2,../data/raw\Actor_02\03-01-07-01-01-02-02.wav
disgust,female,2,../data/raw\Actor_02\03-01-07-01-02-01-02.wav
disgust,female,2,../data/raw\Actor_02\03-01-07-01-02-02-02.wav
disgust,female,2,../data/raw\Actor_02\03-01-07-02-01-01-02.wav
disgust,female,2,../data/raw\Actor_02\03-01-07-02-01-02-02.wav
disgust,female,2,../data/raw\Actor_02\03-01-07-02-02-01-02.wav
disgust,female,2,../data/raw\Actor_02\03-01-07-02-02-02-02.wav
surprise,female,2,../data/raw\Actor_02\03-01-08-01-01-01-02.wav
surprise,female,2,../data/raw\Actor_02\03-01-08-01-01-02-02.wav
surprise,female,2,../data/raw\Actor_02\03-01-08-01-02-01-02.wav
surprise,female,2,../data/raw\Actor_02\03-01-08-01-02-02-02.wav
surprise,female,2,../data/raw\Actor_02\03-01-08-02-01-01-02.wav
surprise,female,2,../data/raw\Actor_02\03-01-08-02-01-02-02.wav
surprise,female,2,../data/raw\Actor_02\03-01-08-02-02-01-02.wav
surprise,female,2,../data/raw\Actor_02\03-01-08-02-02-02-02.wav
neutral,male,3,../data/raw\Actor_03\03-01-01-01-01-01-03.wav
neutral,male,3,../data/raw\Actor_03\03-01-01-01-01-02-03.wav
neutral,male,3,../data/raw\Actor_03\03-01-01-01-02-01-03.wav
neutral,male,3,../data/raw\Actor_03\03-01-01-01-02-02-03.wav
calm,male,3,../data/raw\Actor_03\03-01-02-01-01-01-03.wav
calm,male,3,../data/raw\Actor_03\03-01-02-01-01-02-03.wav
calm,male,3,../data/raw\Actor_03\03-01-02-01-02-01-03.wav
calm,male,3,../data/raw\Actor_03\03-01-02-01-02-02-03.wav
calm,male,3,../data/raw\Actor_03\03-01-02-02-01-01-03.wav
calm,male,3,../data/raw\Actor_03\03-01-02-02-01-02-03.wav
calm,male,3,../data/raw\Actor_03\03-01-02-02-02-01-03.wav
calm,male,3,../data/raw\Actor_03\03-01-02-02-02-02-03.wav
happy,male,3,../data/raw\Actor_03\03-01-03-01-01-01-03.wav
happy,male,3,../data/raw\Actor_03\03-01-03-01-01-02-03.wav
happy,male,3,../data/raw\Actor_03\03-01-03-01-02-01-03.wav
happy,male,3,../data/raw\Actor_03\03-01-03-01-02-02-03.wav
happy,male,3,../data/raw\Actor_03\03-01-03-02-01-01-03.wav
happy,male,3,../data/raw\Actor_03\03-01-03-02-01-02-03.wav
happy,male,3,../data/raw\Actor_03\03-01-03-02-02-01-03.wav
happy,male,3,../data/raw\Actor_03\03-01-03-02-02-02-03.wav
sad,male,3,../data/raw\Actor_03\03-01-04-01-01-01-03.wav
sad,male,3,../data/raw\Actor_03\03-01-04-01-01-02-03.wav
sad,male,3,../data/raw\Actor_03\03-01-04-01-02-01-03.wav
sad,male,3,../data/raw\Actor_03\03-01-04-01-02-02-03.wav
sad,male,3,../data/raw\Actor_03\03-01-04-02-01-01-03.wav
sad,male,3,../data/raw\Actor_03\03-01-04-02-01-02-03.wav
sad,male,3,../data/raw\Actor_03\03-01-04-02-02-01-03.wav
sad,male,3,../data/raw\Actor_03\03-01-04-02-02-02-03.wav
angry,male,3,../data/raw\Actor_03\03-01-05-01-01-01-03.wav
angry,male,3,../data/raw\Actor_03\03-01-05-01-01-02-03.wav
angry,male,3,../data/raw\Actor_03\03-01-05-01-02-01-03.wav
angry,male,3,../data/raw\Actor_03\03-01-05-01-02-02-03.wav
angry,male,3,../data/raw\Actor_03\03-01-05-02-01-01-03.wav
angry,male,3,../data/raw\Actor_03\03-01-05-02-01-02-03.wav
angry,male,3,../data/raw\Actor_03\03-01-05-02-02-01-03.wav
angry,male,3,../data/raw\Actor_03\03-01-05-02-02-02-03.wav
fear,male,3,../data/raw\Actor_03\03-01-06-01-01-01-03.wav
fear,male,3,../data/raw\Actor_03\03-01-06-01-01-02-03.wav
fear,male,3,../data/raw\Actor_03\03-01-06-01-02-01-03.wav
fear,male,3,../data/raw\Actor_03\03-01-06-01-02-02-03.wav
fear,male,3,../data/raw\Actor_03\03-01-06-02-01-01-03.wav
fear,male,3,../data/raw\Actor_03\03-01-06-02-01-02-03.wav
fear,male,3,../data/raw\Actor_03\03-01-06-02-02-01-03.wav
fear,male,3,../data/raw\Actor_03\03-01-06-02-02-02-03.wav
disgust,male,3,../data/raw\Actor_03\03-01-07-01-01-01-03.wav
disgust,male,3,../data/raw\Actor_03\03-01-07-01-01-02-03.wav
disgust,male,3,../data/raw\Actor_03\03-01-07-01-02-01-03.wav
disgust,male,3,../data/raw\Actor_03\03-01-07-01-02-02-03.wav
disgust,male,3,../data/raw\Actor_03\03-01-07-02-01-01-03.wav
disgust,male,3,../data/raw\Actor_03\03-01-07-02-01-02-03.wav
disgust,male,3,../data/raw\Actor_03\03-01-07-02-02-01-03.wav
disgust,male,3,../data/raw\Actor_03\03-01-07-02-02-02-03.wav
surprise,male,3,../data/raw\Actor_03\03-01-08-01-01-01-03.wav
surprise,male,3,../data/raw\Actor_03\03-01-08-01-01-02-03.wav
surprise,male,3,../data/raw\Actor_03\03-01-08-01-02-01-03.wav
surprise,male,3,../data/raw\Actor_03\03-01-08-01-02-02-03.wav
surprise,male,3,../data/raw\Actor_03\03-01-08-02-01-01-03.wav
surprise,male,3,../data/raw\Actor_03\03-01-08-02-01-02-03.wav
surprise,male,3,../data/raw\Actor_03\03-01-08-02-02-01-03.wav
surprise,male,3,../data/raw\Actor_03\03-01-08-02-02-02-03.wav
neutral,female,4,../data/raw\Actor_04\03-01-01-01-01-01-04.wav
neutral,female,4,../data/raw\Actor_04\03-01-01-01-01-02-04.wav
neutral,female,4,../data/raw\Actor_04\03-01-01-01-02-01-04.wav
neutral,female,4,../data/raw\Actor_04\03-01-01-01-02-02-04.wav
calm,female,4,../data/raw\Actor_04\03-01-02-01-01-01-04.wav
calm,female,4,../data/raw\Actor_04\03-01-02-01-01-02-04.wav
calm,female,4,../data/raw\Actor_04\03-01-02-01-02-01-04.wav
calm,female,4,../data/raw\Actor_04\03-01-02-01-02-02-04.wav
calm,female,4,../data/raw\Actor_04\03-01-02-02-01-01-04.wav
calm,female,4,../data/raw\Actor_04\03-01-02-02-01-02-04.wav
calm,female,4,../data/raw\Actor_04\03-01-02-02-02-01-04.wav
calm,female,4,../data/raw\Actor_04\03-01-02-02-02-02-04.wav
happy,female,4,../data/raw\Actor_04\03-01-03-01-01-01-04.wav
happy,female,4,../data/raw\Actor_04\03-01-03-01-01-02-04.wav
happy,female,4,../data/raw\Actor_04\03-01-03-01-02-01-04.wav
happy,female,4,../data/raw\Actor_04\03-01-03-01-02-02-04.wav
happy,female,4,../data/raw\Actor_04\03-01-03-02-01-01-04.wav
happy,female,4,../data/raw\Actor_04\03-01-03-02-01-02-04.wav
happy,female,4,../data/raw\Actor_04\03-01-03-02-02-01-04.wav
happy,female,4,../data/raw\Actor_04\03-01-03-02-02-02-04.wav
sad,female,4,../data/raw\Actor_04\03-01-04-01-01-01-04.wav
sad,female,4,../data/raw\Actor_04\03-01-04-01-01-02-04.wav
sad,female,4,../data/raw\Actor_04\03-01-04-01-02-01-04.wav
sad,female,4,../data/raw\Actor_04\03-01-04-01-02-02-04.wav
sad,female,4,../data/raw\Actor_04\03-01-04-02-01-01-04.wav
sad,female,4,../data/raw\Actor_04\03-01-04-02-01-02-04.wav
sad,female,4,../data/raw\Actor_04\03-01-04-02-02-01-04.wav
sad,female,4,../data/raw\Actor_04\03-01-04-02-02-02-04.wav
angry,female,4,../data/raw\Actor_04\03-01-05-01-01-01-04.wav
angry,female,4,../data/raw\Actor_04\03-01-05-01-01-02-04.wav
angry,female,4,../data/raw\Actor_04\03-01-05-01-02-01-04.wav
angry,female,4,../data/raw\Actor_04\03-01-05-01-02-02-04.wav
angry,female,4,../data/raw\Actor_04\03-01-05-02-01-01-04.wav
angry,female,4,../data/raw\Actor_04\03-01-05-02-01-02-04.wav
angry,female,4,../data/raw\Actor_04\03-01-05-02-02-01-04.wav
angry,female,4,../data/raw\Actor_04\03-01-05-02-02-02-04.wav
fear,female,4,../data/raw\Actor_04\03-01-06-01-01-01-04.wav
fear,female,4,../data/raw\Actor_04\03-01-06-01-01-02-04.wav
fear,female,4,../data/raw\Actor_04\03-01-06-01-02-01-04.wav
fear,female,4,../data/raw\Actor_04\03-01-06-01-02-02-04.wav
fear,female,4,../data/raw\Actor_04\03-01-06-02-01-01-04.wav
fear,female,4,../data/raw\Actor_04\03-01-06-02-01-02-04.wav
fear,female,4,../data/raw\Actor_04\03-01-06-02-02-01-04.wav
fear,female,4,../data/raw\Actor_04\03-01-06-02-02-02-04.wav
disgust,female,4,../data/raw\Actor_04\03-01-07-01-01-01-04.wav
disgust,female,4,../data/raw\Actor_04\03-01-07-01-01-02-04.wav
disgust,female,4,../data/raw\Actor_04\03-01-07-01-02-01-04.wav
disgust,female,4,../data/raw\Actor_04\03-01-07-01-02-02-04.wav
disgust,female,4,../data/raw\Actor_04\03-01-07-02-01-01-04.wav
disgust,female,4,../data/raw\Actor_04\03-01-07-02-01-02-04.wav
disgust,female,4,../data/raw\Actor_04\03-01-07-02-02-01-04.wav
disgust,female,4,../data/raw\Actor_04\03-01-07-02-02-02-04.wav
surprise,female,4,../data/raw\Actor_04\03-01-08-01-01-01-04.wav
surprise,female,4,../data/raw\Actor_04\03-01-08-01-01-02-04.wav
surprise,female,4,../data/raw\Actor_04\03-01-08-01-02-01-04.wav
surprise,female,4,../data/raw\Actor_04\03-01-08-01-02-02-04.wav
surprise,female,4,../data/raw\Actor_04\03-01-08-02-01-01-04.wav
surprise,female,4,../data/raw\Actor_04\03-01-08-02-01-02-04.wav
surprise,female,4,../data/raw\Actor_04\03-01-08-02-02-01-04.wav
surprise,female,4,../data/raw\Actor_04\03-01-08-02-02-02-04.wav
neutral,male,5,../data/raw\Actor_05\03-01-01-01-01-01-05.wav
neutral,male,5,../data/raw\Actor_05\03-01-01-01-01-02-05.wav
neutral,male,5,../data/raw\Actor_05\03-01-01-01-02-01-05.wav
neutral,male,5,../data/raw\Actor_05\03-01-01-01-02-02-05.wav
calm,male,5,../data/raw\Actor_05\03-01-02-01-01-01-05.wav
calm,male,5,../data/raw\Actor_05\03-01-02-01-01-02-05.wav
calm,male,5,../data/raw\Actor_05\03-01-02-01-02-01-05.wav
calm,male,5,../data/raw\Actor_05\03-01-02-01-02-02-05.wav
calm,male,5,../data/raw\Actor_05\03-01-02-02-01-01-05.wav
calm,male,5,../data/raw\Actor_05\03-01-02-02-01-02-05.wav
calm,male,5,../data/raw\Actor_05\03-01-02-02-02-01-05.wav
calm,male,5,../data/raw\Actor_05\03-01-02-02-02-02-05.wav
happy,male,5,../data/raw\Actor_05\03-01-03-01-01-01-05.wav
happy,male,5,../data/raw\Actor_05\03-01-03-01-01-02-05.wav
happy,male,5,../data/raw\Actor_05\03-01-03-01-02-01-05.wav
happy,male,5,../data/raw\Actor_05\03-01-03-01-02-02-05.wav
happy,male,5,../data/raw\Actor_05\03-01-03-02-01-01-05.wav
happy,male,5,../data/raw\Actor_05\03-01-03-02-01-02-05.wav
happy,male,5,../data/raw\Actor_05\03-01-03-02-02-01-05.wav
happy,male,5,../data/raw\Actor_05\03-01-03-02-02-02-05.wav
sad,male,5,../data/raw\Actor_05\03-01-04-01-01-01-05.wav
sad,male,5,../data/raw\Actor_05\03-01-04-01-01-02-05.wav
sad,male,5,../data/raw\Actor_05\03-01-04-01-02-01-05.wav
sad,male,5,../data/raw\Actor_05\03-01-04-01-02-02-05.wav
sad,male,5,../data/raw\Actor_05\03-01-04-02-01-01-05.wav
sad,male,5,../data/raw\Actor_05\03-01-04-02-01-02-05.wav
sad,male,5,../data/raw\Actor_05\03-01-04-02-02-01-05.wav
sad,male,5,../data/raw\Actor_05\03-01-04-02-02-02-05.wav
angry,male,5,../data/raw\Actor_05\03-01-05-01-01-01-05.wav
angry,male,5,../data/raw\Actor_05\03-01-05-01-01-02-05.wav
angry,male,5,../data/raw\Actor_05\03-01-05-01-02-01-05.wav
angry,male,5,../data/raw\Actor_05\03-01-05-01-02-02-05.wav
angry,male,5,../data/raw\Actor_05\03-01-05-02-01-01-05.wav
angry,male,5,../data/raw\Actor_05\03-01-05-02-01-02-05.wav
angry,male,5,../data/raw\Actor_05\03-01-05-02-02-01-05.wav
angry,male,5,../data/raw\Actor_05\03-01-05-02-02-02-05.wav
fear,male,5,../data/raw\Actor_05\03-01-06-01-01-01-05.wav
fear,male,5,../data/raw\Actor_05\03-01-06-01-01-02-05.wav
fear,male,5,../data/raw\Actor_05\03-01-06-01-02-01-05.wav
fear,male,5,../data/raw\Actor_05\03-01-06-01-02-02-05.wav
fear,male,5,../data/raw\Actor_05\03-01-06-02-01-01-05.wav
fear,male,5,../data/raw\Actor_05\03-01-06-02-01-02-05.wav
fear,male,5,../data/raw\Actor_05\03-01-06-02-02-01-05.wav
fear,male,5,../data/raw\Actor_05\03-01-06-02-02-02-05.wav
disgust,male,5,../data/raw\Actor_05\03-01-07-01-01-01-05.wav
disgust,male,5,../data/raw\Actor_05\03-01-07-01-01-02-05.wav
disgust,male,5,../data/raw\Actor_05\03-01-07-01-02-01-05.wav
disgust,male,5,../data/raw\Actor_05\03-01-07-01-02-02-05.wav
disgust,male,5,../data/raw\Actor_05\03-01-07-02-01-01-05.wav
disgust,male,5,../data/raw\Actor_05\03-01-07-02-01-02-05.wav
disgust,male,5,../data/raw\Actor_05\03-01-07-02-02-01-05.wav
disgust,male,5,../data/raw\Actor_05\03-01-07-02-02-02-05.wav
surprise,male,5,../data/raw\Actor_05\03-01-08-01-01-01-05.wav
surprise,male,5,../data/raw\Actor_05\03-01-08-01-01-02-05.wav
surprise,male,5,../data/raw\Actor_05\03-01-08-01-02-01-05.wav
surprise,male,5,../data/raw\Actor_05\03-01-08-01-02-02-05.wav
surprise,male,5,../data/raw\Actor_05\03-01-08-02-01-01-05.wav
surprise,male,5,../data/raw\Actor_05\03-01-08-02-01-02-05.wav
surprise,male,5,../data/raw\Actor_05\03-01-08-02-02-01-05.wav
surprise,male,5,../data/raw\Actor_05\03-01-08-02-02-02-05.wav
neutral,female,6,../data/raw\Actor_06\03-01-01-01-01-01-06.wav
neutral,female,6,../data/raw\Actor_06\03-01-01-01-01-02-06.wav
neutral,female,6,../data/raw\Actor_06\03-01-01-01-02-01-06.wav
neutral,female,6,../data/raw\Actor_06\03-01-01-01-02-02-06.wav
calm,female,6,../data/raw\Actor_06\03-01-02-01-01-01-06.wav
calm,female,6,../data/raw\Actor_06\03-01-02-01-01-02-06.wav
calm,female,6,../data/raw\Actor_06\03-01-02-01-02-01-06.wav
calm,female,6,../data/raw\Actor_06\03-01-02-01-02-02-06.wav
calm,female,6,../data/raw\Actor_06\03-01-02-02-01-01-06.wav
calm,female,6,../data/raw\Actor_06\03-01-02-02-01-02-06.wav
calm,female,6,../data/raw\Actor_06\03-01-02-02-02-01-06.wav
calm,female,6,../data/raw\Actor_06\03-01-02-02-02-02-06.wav
happy,female,6,../data/raw\Actor_06\03-01-03-01-01-01-06.wav
happy,female,6,../data/raw\Actor_06\03-01-03-01-01-02-06.wav
happy,female,6,../data/raw\Actor_06\03-01-03-01-02-01-06.wav
happy,female,6,../data/raw\Actor_06\03-01-03-01-02-02-06.wav
happy,female,6,../data/raw\Actor_06\03-01-03-02-01-01-06.wav
happy,female,6,../data/raw\Actor_06\03-01-03-02-01-02-06.wav
happy,female,6,../data/raw\Actor_06\03-01-03-02-02-01-06.wav
happy,female,6,../data/raw\Actor_06\03-01-03-02-02-02-06.wav
sad,female,6,../data/raw\Actor_06\03-01-04-01-01-01-06.wav
sad,female,6,../data/raw\Actor_06\03-01-04-01-01-02-06.wav
sad,female,6,../data/raw\Actor_06\03-01-04-01-02-01-06.wav
sad,female,6,../data/raw\Actor_06\03-01-04-01-02-02-06.wav
sad,female,6,../data/raw\Actor_06\03-01-04-02-01-01-06.wav
sad,female,6,../data/raw\Actor_06\03-01-04-02-01-02-06.wav
sad,female,6,../data/raw\Actor_06\03-01-04-02-02-01-06.wav
sad,female,6,../data/raw\Actor_06\03-01-04-02-02-02-06.wav
angry,female,6,../data/raw\Actor_06\03-01-05-01-01-01-06.wav
angry,female,6,../data/raw\Actor_06\03-01-05-01-01-02-06.wav
angry,female,6,../data/raw\Actor_06\03-01-05-01-02-01-06.wav
angry,female,6,../data/raw\Actor_06\03-01-05-01-02-02-06.wav
angry,female,6,../data/raw\Actor_06\03-01-05-02-01-01-06.wav
angry,female,6,../data/raw\Actor_06\03-01-05-02-01-02-06.wav
angry,female,6,../data/raw\Actor_06\03-01-05-02-02-01-06.wav
angry,female,6,../data/raw\Actor_06\03-01-05-02-02-02-06.wav
fear,female,6,../data/raw\Actor_06\03-01-06-01-01-01-06.wav
fear,female,6,../data/raw\Actor_06\03-01-06-01-01-02-06.wav
fear,female,6,../data/raw\Actor_06\03-01-06-01-02-01-06.wav
fear,female,6,../data/raw\Actor_06\03-01-06-01-02-02-06.wav
fear,female,6,../data/raw\Actor_06\03-01-06-02-01-01-06.wav
fear,female,6,../data/raw\Actor_06\03-01-06-02-01-02-06.wav
fear,female,6,../data/raw\Actor_06\03-01-06-02-02-01-06.wav
fear,female,6,../data/raw\Actor_06\03-01-06-02-02-02-06.wav
disgust,female,6,../data/raw\Actor_06\03-01-07-01-01-01-06.wav
disgust,female,6,../data/raw\Actor_06\03-01-07-01-01-02-06.wav
disgust,female,6,../data/raw\Actor_06\03-01-07-01-02-01-06.wav
disgust,female,6,../data/raw\Actor_06\03-01-07-01-02-02-06.wav
disgust,female,6,../data/raw\Actor_06\03-01-07-02-01-01-06.wav
disgust,female,6,../data/raw\Actor_06\03-01-07-02-01-02-06.wav
disgust,female,6,../data/raw\Actor_06\03-01-07-02-02-01-06.wav
disgust,female,6,../data/raw\Actor_06\03-01-07-02-02-02-06.wav
surprise,female,6,../data/raw\Actor_06\03-01-08-01-01-01-06.wav
surprise,female,6,../data/raw\Actor_06\03-01-08-01-01-02-06.wav
surprise,female,6,../data/raw\Actor_06\03-01-08-01-02-01-06.wav
surprise,female,6,../data/raw\Actor_06\03-01-08-01-02-02-06.wav
surprise,female,6,../data/raw\Actor_06\03-01-08-02-01-01-06.wav
surprise,female,6,../data/raw\Actor_06\03-01-08-02-01-02-06.wav
surprise,female,6,../data/raw\Actor_06\03-01-08-02-02-01-06.wav
surprise,female,6,../data/raw\Actor_06\03-01-08-02-02-02-06.wav
neutral,male,7,../data/raw\Actor_07\03-01-01-01-01-01-07.wav
neutral,male,7,../data/raw\Actor_07\03-01-01-01-01-02-07.wav
neutral,male,7,../data/raw\Actor_07\03-01-01-01-02-01-07.wav
neutral,male,7,../data/raw\Actor_07\03-01-01-01-02-02-07.wav
calm,male,7,../data/raw\Actor_07\03-01-02-01-01-01-07.wav
calm,male,7,../data/raw\Actor_07\03-01-02-01-01-02-07.wav
calm,male,7,../data/raw\Actor_07\03-01-02-01-02-01-07.wav
calm,male,7,../data/raw\Actor_07\03-01-02-01-02-02-07.wav
calm,male,7,../data/raw\Actor_07\03-01-02-02-01-01-07.wav
calm,male,7,../data/raw\Actor_07\03-01-02-02-01-02-07.wav
calm,male,7,../data/raw\Actor_07\03-01-02-02-02-01-07.wav
calm,male,7,../data/raw\Actor_07\03-01-02-02-02-02-07.wav
happy,male,7,../data/raw\Actor_07\03-01-03-01-01-01-07.wav
happy,male,7,../data/raw\Actor_07\03-01-03-01-01-02-07.wav
happy,male,7,../data/raw\Actor_07\03-01-03-01-02-01-07.wav
happy,male,7,../data/raw\Actor_07\03-01-03-01-02-02-07.wav
happy,male,7,../data/raw\Actor_07\03-01-03-02-01-01-07.wav
happy,male,7,../data/raw\Actor_07\03-01-03-02-01-02-07.wav
happy,male,7,../data/raw\Actor_07\03-01-03-02-02-01-07.wav
happy,male,7,../data/raw\Actor_07\03-01-03-02-02-02-07.wav
sad,male,7,../data/raw\Actor_07\03-01-04-01-01-01-07.wav
sad,male,7,../data/raw\Actor_07\03-01-04-01-01-02-07.wav
sad,male,7,../data/raw\Actor_07\03-01-04-01-02-01-07.wav
sad,male,7,../data/raw\Actor_07\03-01-04-01-02-02-07.wav
